natural_day,block_index,charge_kwh,discharge_kwh,initial_soc_kwh,end_soc_kwh,interval_count,complete_block
2025-02-01,0,7260.835683333334,1.5249333333333652,3668.3243752037038,10201.382119833332,24,True
2025-02-01,1,665.1309779629642,6329.008316666666,10201.382119833332,3767.768537037039,24,True
2025-02-01,2,4904.42549,977.6502,3767.768537037039,7095.473478037038,24,True
2025-02-01,3,4116.140579958847,165.63499711933957,7095.473478037038,10615.961114311845,24,True
2025-02-01,4,127.01695999999976,5411.538570102881,10615.961114311845,4717.455744864199,24,True
2025-02-01,5,2743.0213458367584,2658.969425377779,4717.455744864199,4231.764483475305,24,True
2025-02-02,0,6853.045352002743,14.06916666666666,4231.764483475305,10383.872892870364,24,True
2025-02-02,1,1419.1237712963002,774.9758583333328,10383.872892870364,10800.0,24,True
2025-02-02,2,5118.449728333333,7104.348051666666,10800.0,7512.884698092592,24,True
2025-02-02,3,5328.459288127575,1357.6482516666665,7512.884698092592,10800.0,24,True
2025-02-02,4,35.36134979423865,4647.593649396707,10800.0,5667.832271040695,24,True
2025-02-02,5,3782.6045333333327,3543.492981499999,5667.832271040695,5134.961927151806,24,True
2025-02-03,0,6033.61748781486,0.0,5134.961927151806,10565.217666185183,24,True
2025-02-03,1,1317.70959106996,856.0406683333326,10565.217666185183,10800.0,24,True
2025-02-03,2,4937.3462500000005,7267.815866666666,10800.0,7168.260662037039,24,True
2025-02-03,3,6177.418311728389,1735.1434283333333,7168.260662037039,10800.0,24,True
2025-02-03,4,132.0713716666662,4607.578951474113,10800.0,5799.33206619543,24,True
2025-02-03,5,3664.454261625514,3596.248590192553,5799.33206619543,5101.509134777778,24,True
2025-02-04,0,5868.460360246911,0.0,5101.509134777778,10383.123459,24,True
2025-02-04,1,1243.2875270576137,665.2098233499977,10383.123459,10762.960207407408,24,True
2025-02-04,2,5061.290343333334,7703.1554099999985,10762.960207407408,6759.059949740743,24,True
2025-02-04,3,6787.379602530873,2264.640339999999,6759.059949740743,10351.434547574087,24,True
2025-02-04,4,135.95789333333357,4460.597571666666,10351.434547574087,5517.577127500014,24,True
2025-02-04,5,3606.0909666666666,3606.970958333333,5517.577127500014,4755.313488240755,24,True
2025-02-05,0,6052.06806639916,0.0,4755.313488240755,10202.174748,24,True
2025-02-05,1,1638.362046975306,789.030531250001,10202.174748,10800.0,24,True
2025-02-05,2,4999.426703333333,7869.193863333334,10800.0,6555.93529596296,24,True
2025-02-05,3,6661.619259629634,1585.2171088888886,6555.93529596296,10790.040286419753,24,True
2025-02-05,4,70.13723854166676,5227.278394722225,10790.040286419753,5045.076695860334,24,True
2025-02-05,5,3635.6488750427325,3332.3327461722165,5045.076695860334,4614.568743207441,24,True
2025-02-06,0,6109.598289041953,0.0,4614.568743207441,10113.2072033452,24,True
2025-02-06,1,1722.730066818086,777.2978371333331,10113.2072033452,10800.0,24,True
2025-02-06,2,5075.846458333333,7053.116476383329,10800.0,7531.465727629634,24,True
2025-02-06,3,5950.846106388883,1878.5045010416673,7531.465727629634,10800.0,24,True
2025-02-06,4,128.9190925694444,4897.993993372916,10800.0,5473.81163512037,24,True
2025-02-06,5,3441.834146546665,3666.786381048868,5473.81163512037,4497.2552769580725,24,True
2025-02-07,0,6576.84684496825,13.666758333333348,4497.2552769580725,10401.232150392461,24,True
2025-02-07,1,473.16767240343796,6051.7975,10401.232150392461,4102.863611111113,24,True
2025-02-07,2,4257.584283333333,1376.3880333333332,4102.863611111113,6405.369429074077,24,True
2025-02-07,3,4882.922856584358,16.925678333333508,6405.369429074077,10781.19369074074,24,True
2025-02-07,4,81.06942738683324,5739.402269927777,10781.19369074074,4477.042542135803,24,True
2025-02-07,5,2388.3082326131703,2826.397975,4477.042542135803,3486.077757043213,24,True
2025-02-08,0,6631.649658333334,42.58916666666664,3486.077757043213,9407.241153246914,24,True
2025-02-08,1,1126.2975683333339,6024.893646666666,9407.241153246914,3726.58269067284,24,True
2025-02-08,2,5571.866933333333,617.2230666666668,3726.58269067284,8055.459523265432,24,True
2025-02-08,3,3049.4894185939656,37.706551666666996,8055.459523265432,10758.103831481481,24,True
2025-02-08,4,15.687255138888986,6008.068137495835,10758.103831481481,4096.59109722222,24,True
2025-02-08,5,4068.6412970833335,2335.3732833333333,4096.59109722222,5163.509060893517,24,True
2025-02-09,0,6003.397532189714,0.0,5163.509060893517,10566.56683986426,24,True
2025-02-09,1,1284.6021250119343,901.1942132249973,10566.56683986426,10721.38184879167,24,True
2025-02-09,2,5002.077780555555,7283.381552358331,10721.38184879167,7130.605682004638,24,True
2025-02-09,3,6204.691608472211,1723.345316666666,7130.605682004638,10800.0,24,True
2025-02-09,4,81.39485500000023,4501.411712983329,10800.0,5871.686799518524,24,True
2025-02-09,5,3841.7995333333324,3557.738283333333,5871.686799518524,5376.263842481487,24,True
2025-02-10,0,6026.373508353906,0.0,5376.263842481487,10800.0,24,True
