date,interval_start,interval_end,emergency_kwh,time_period
2025-02-11,2025-02-11 20:40:00,2025-02-11 21:00:00,143.11720276319613,20:40-21:00
2025-02-12,2025-02-12 17:50:00,2025-02-12 18:00:00,17.610029722222293,17:50-18:00
2025-02-12,2025-02-12 20:40:00,2025-02-12 20:50:00,21.868138467362655,20:40-20:50
2025-02-12,2025-02-12 21:20:00,2025-02-12 21:50:00,39.33427662500033,21:20-21:50
2025-02-13,2025-02-13 20:40:00,2025-02-13 21:20:00,90.0225138202793,20:40-21:20
2025-02-13,2025-02-13 21:40:00,2025-02-13 21:50:00,15.75227441583354,21:40-21:50
2025-02-16,2025-02-16 06:00:00,2025-02-16 06:20:00,12.061531736110965,06:00-06:20
2025-02-16,2025-02-16 10:40:00,2025-02-16 11:00:00,114.59140294999898,10:40-11:00
2025-02-19,2025-02-19 06:30:00,2025-02-19 06:40:00,11.756249999999909,06:30-06:40
2025-02-19,2025-02-19 09:40:00,2025-02-19 10:50:00,821.4222187613311,09:40-10:50
2025-02-19,2025-02-19 21:00:00,2025-02-19 22:00:00,157.18908333333314,21:00-22:00
2025-02-20,2025-02-20 06:10:00,2025-02-20 06:20:00,8.202134999999885,06:10-06:20
2025-02-22,2025-02-22 08:20:00,2025-02-22 08:30:00,6.9194447916662725,08:20-08:30
2025-02-24,2025-02-24 06:10:00,2025-02-24 06:30:00,72.39045756944427,06:10-06:30
2025-02-25,2025-02-25 06:00:00,2025-02-25 06:10:00,35.547760833333314,06:00-06:10
2025-02-25,2025-02-25 06:20:00,2025-02-25 06:40:00,42.927033333333156,06:20-06:40
2025-02-27,2025-02-27 06:10:00,2025-02-27 06:20:00,11.70663166666634,06:10-06:20
2025-02-27,2025-02-27 09:30:00,2025-02-27 10:30:00,877.362914683333,09:30-10:30
2025-03-04,2025-03-04 20:40:00,2025-03-04 21:10:00,146.20517539120442,20:40-21:10
2025-03-04,2025-03-04 21:20:00,2025-03-04 22:00:00,90.43952483333268,21:20-22:00
2025-03-05,2025-03-05 06:00:00,2025-03-05 06:20:00,6.6182999999999765,06:00-06:20
2025-03-06,2025-03-06 17:50:00,2025-03-06 18:00:00,80.91730013888878,17:50-18:00
2025-03-10,2025-03-10 20:40:00,2025-03-10 20:50:00,13.64471440832881,20:40-20:50
2025-03-13,2025-03-13 20:50:00,2025-03-13 21:00:00,5.049810583333419,20:50-21:00
2025-03-15,2025-03-15 07:40:00,2025-03-15 08:00:00,76.33058540382022,07:40-08:00
2025-03-16,2025-03-16 06:00:00,2025-03-16 06:10:00,1.6399999999999864,06:00-06:10
2025-03-30,2025-03-30 20:40:00,2025-03-30 20:50:00,197.96151402777616,20:40-20:50
2025-04-02,2025-04-02 20:40:00,2025-04-02 21:00:00,127.9685251991807,20:40-21:00
2025-04-05,2025-04-05 21:00:00,2025-04-05 21:10:00,27.578162121834897,21:00-21:10
2025-04-10,2025-04-10 20:40:00,2025-04-10 21:10:00,91.50980656391982,20:40-21:10
2025-04-17,2025-04-17 20:40:00,2025-04-17 21:00:00,10.13856884291431,20:40-21:00
2025-04-17,2025-04-17 21:30:00,2025-04-17 21:50:00,7.624827333333133,21:30-21:50
2025-04-21,2025-04-21 21:30:00,2025-04-21 22:00:00,45.64193209999835,21:30-22:00
2025-04-29,2025-04-29 20:40:00,2025-04-29 21:00:00,117.39704395833257,20:40-21:00
2025-04-30,2025-04-30 20:40:00,2025-04-30 21:40:00,166.92095073875964,20:40-21:40
2025-05-01,2025-05-01 20:40:00,2025-05-01 21:20:00,708.0258902777776,20:40-21:20
2025-05-02,2025-05-02 20:40:00,2025-05-02 21:30:00,279.8587817361134,20:40-21:30
2025-05-02,2025-05-02 21:40:00,2025-05-02 22:00:00,28.11170378958328,21:40-22:00
2025-05-03,2025-05-03 20:40:00,2025-05-03 21:00:00,56.795424755654324,20:40-21:00
2025-05-03,2025-05-03 21:20:00,2025-05-03 22:00:00,260.4326249999998,21:20-22:00
2025-05-04,2025-05-04 20:40:00,2025-05-04 21:10:00,97.01921563318217,20:40-21:10
2025-05-04,2025-05-04 21:20:00,2025-05-04 21:40:00,92.83967241666676,21:20-21:40
2025-05-05,2025-05-05 20:40:00,2025-05-05 21:10:00,396.69429166666885,20:40-21:10
2025-05-06,2025-05-06 20:40:00,2025-05-06 21:10:00,191.66802839861361,20:40-21:10
2025-05-06,2025-05-06 21:30:00,2025-05-06 21:40:00,45.563416029166525,21:30-21:40
2025-05-07,2025-05-07 20:40:00,2025-05-07 20:50:00,86.86862057430164,20:40-20:50
2025-05-08,2025-05-08 20:10:00,2025-05-08 20:20:00,35.99924999999996,20:10-20:20
2025-05-10,2025-05-10 21:00:00,2025-05-10 21:50:00,66.69382729681038,21:00-21:50
2025-05-11,2025-05-11 19:30:00,2025-05-11 19:40:00,27.56166666666661,19:30-19:40
2025-05-11,2025-05-11 20:40:00,2025-05-11 20:50:00,168.48986736111124,20:40-20:50
2025-05-12,2025-05-12 20:40:00,2025-05-12 21:00:00,114.83028029115212,20:40-21:00
2025-05-17,2025-05-17 05:00:00,2025-05-17 05:30:00,591.5735648729924,05:00-05:30
2025-05-17,2025-05-17 05:50:00,2025-05-17 06:00:00,290.3964068500001,05:50-06:00
2025-05-18,2025-05-18 20:30:00,2025-05-18 20:40:00,5.236666666666565,20:30-20:40
2025-05-19,2025-05-19 20:30:00,2025-05-19 20:40:00,67.00333333333333,20:30-20:40
2025-05-20,2025-05-20 20:40:00,2025-05-20 21:00:00,344.04243834166607,20:40-21:00
2025-05-21,2025-05-21 20:40:00,2025-05-21 21:20:00,222.7682124638909,20:40-21:20
2025-05-21,2025-05-21 21:40:00,2025-05-21 21:50:00,33.43437095416639,21:40-21:50
2025-05-22,2025-05-22 20:30:00,2025-05-22 20:50:00,60.25496935318881,20:30-20:50
2025-05-23,2025-05-23 05:00:00,2025-05-23 05:10:00,283.88576152638916,05:00-05:10
2025-05-23,2025-05-23 05:20:00,2025-05-23 06:00:00,738.95915775,05:20-06:00
2025-05-23,2025-05-23 20:50:00,2025-05-23 21:10:00,56.43848604166493,20:50-21:10
2025-05-24,2025-05-24 20:50:00,2025-05-24 21:00:00,28.181048263888613,20:50-21:00
2025-05-24,2025-05-24 21:10:00,2025-05-24 21:50:00,126.13013811666649,21:10-21:50
2025-05-27,2025-05-27 20:40:00,2025-05-27 21:00:00,161.1567922590276,20:40-21:00
2025-05-27,2025-05-27 21:30:00,2025-05-27 21:50:00,19.150668820833722,21:30-21:50
2025-06-01,2025-06-01 19:10:00,2025-06-01 19:20:00,26.200161666666872,19:10-19:20
2025-06-01,2025-06-01 19:30:00,2025-06-01 19:40:00,17.95337916666631,19:30-19:40
2025-06-01,2025-06-01 20:00:00,2025-06-01 20:20:00,35.08894833333318,20:00-20:20
2025-06-02,2025-06-02 19:30:00,2025-06-02 19:40:00,31.795404374999862,19:30-19:40
2025-06-02,2025-06-02 20:00:00,2025-06-02 20:20:00,68.7476014583334,20:00-20:20
2025-06-04,2025-06-04 19:10:00,2025-06-04 19:20:00,51.15764958333341,19:10-19:20
2025-06-04,2025-06-04 20:30:00,2025-06-04 20:50:00,26.963874999999575,20:30-20:50
2025-06-05,2025-06-05 19:00:00,2025-06-05 19:20:00,87.53449625000007,19:00-19:20
2025-06-08,2025-06-08 17:50:00,2025-06-08 18:00:00,39.95192944444443,17:50-18:00
2025-06-09,2025-06-09 20:30:00,2025-06-09 20:40:00,4.383333333333326,20:30-20:40
2025-06-12,2025-06-12 09:20:00,2025-06-12 09:50:00,285.4283996111137,09:20-09:50
2025-06-14,2025-06-14 07:30:00,2025-06-14 07:40:00,25.62541780000049,07:30-07:40
2025-06-16,2025-06-16 10:10:00,2025-06-16 10:30:00,38.72069381944243,10:10-10:30
2025-06-19,2025-06-19 10:00:00,2025-06-19 10:10:00,9.20714270833164,10:00-10:10
2025-06-19,2025-06-19 19:30:00,2025-06-19 19:40:00,12.486666666666338,19:30-19:40
2025-07-01,2025-07-01 19:50:00,2025-07-01 20:00:00,11.679303888888967,19:50-20:00
2025-07-02,2025-07-02 19:10:00,2025-07-02 19:30:00,40.769161597222364,19:10-19:30
2025-07-03,2025-07-03 20:30:00,2025-07-03 20:50:00,22.103034374999993,20:30-20:50
2025-07-04,2025-07-04 05:50:00,2025-07-04 06:00:00,52.06386708744685,05:50-06:00
2025-07-06,2025-07-06 19:40:00,2025-07-06 19:50:00,38.57224166666663,19:40-19:50
2025-07-06,2025-07-06 20:30:00,2025-07-06 20:50:00,9.544274999999516,20:30-20:50
2025-07-07,2025-07-07 19:10:00,2025-07-07 19:20:00,102.10490833333347,19:10-19:20
2025-07-07,2025-07-07 19:50:00,2025-07-07 20:00:00,8.124329999999759,19:50-20:00
