plan_day,issue_time,interval_start,interval_end,time_index,forecast_arm,forecast_model_id,load_forecast_kw,pv_forecast_kw,load_actual_kw,pv_actual_kw,planned_grid_kwh,charge_kwh,discharge_kwh,commanded_charge_kwh,commanded_discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_yuan_per_kwh,plan_cost_yuan,emergency_cost_yuan
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:10:00,2025-02-01T00:20:00,0,B0,Q2V2-SW2-REC5,2711.6897,0.0,2532.1822,0.0,1300.2621166666665,833.3333333333333,0.0,833.3333333333333,0.0,0.0,44.89841666666666,3997.592603240738,4747.592603240738,0.4248,552.3513471599999,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:20:00,2025-02-01T00:30:00,1,B0,Q2V2-SW2-REC5,2684.02125,0.0,2492.4439,0.0,1309.2617916666663,833.3333333333333,0.0,833.3333333333333,0.0,0.0,60.52114166666638,4747.592603240738,5497.592603240738,0.4245,555.7816305624998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:30:00,2025-02-01T00:40:00,2,B0,Q2V2-SW2-REC5,2664.3900000000003,0.0,2464.3,0.0,1274.3544833333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,30.304483333333337,5497.592603240738,6247.592603240738,0.4269,544.021928935,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:40:00,2025-02-01T00:50:00,3,B0,Q2V2-SW2-REC5,2779.6059,0.0,2581.7688,0.0,1305.96555,833.3333333333333,0.0,833.3333333333333,0.0,0.0,42.33741666666674,6247.592603240738,6997.592603240738,0.4272,557.90848296,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:50:00,2025-02-01T01:00:00,4,B0,Q2V2-SW2-REC5,2921.06115,0.0,2546.4635,0.0,1327.4660583333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,69.72214166666663,6997.592603240738,7747.592603240738,0.4271,566.9607535141665,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:00:00,2025-02-01T01:10:00,5,B0,Q2V2-SW2-REC5,2966.3,0.0,2436.31,0.0,1382.2449833333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,142.8599833333334,7747.592603240738,8497.592603240737,0.4285,592.2919753583333,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:10:00,2025-02-01T01:20:00,6,B0,Q2V2-SW2-REC5,2874.6354499999998,0.0,2620.5011,0.0,497.89334166666663,61.143158333333304,0.0,91.84167500000001,0.0,0.0,0.0,8497.592603240737,8552.621445740737,0.4311,214.64181959249998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:20:00,2025-02-01T01:30:00,7,B0,Q2V2-SW2-REC5,2746.75935,0.0,2710.7861,0.0,450.2727499999999,0.0,0.0,13.522566666666592,0.0,1.5249333333333652,0.0,8552.621445740737,8552.621445740737,0.4302,193.70733704999998,3.2801316000000686
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:30:00,2025-02-01T01:40:00,8,B0,Q2V2-SW2-REC5,2713.0950000000003,0.0,2676.48,0.0,1312.5777833333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,33.16444999999999,8552.621445740737,9302.621445740737,0.4279,561.6520334883332,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:40:00,2025-02-01T01:50:00,9,B0,Q2V2-SW2-REC5,2845.35345,0.0,2830.598,0.0,473.56699166666664,1.800658333333331,0.0,27.486991666666654,0.0,0.0,0.0,9302.621445740737,9304.242038240736,0.4312,204.20208680666667,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:50:00,2025-02-01T02:00:00,10,B0,Q2V2-SW2-REC5,3003.28615,0.0,2688.1558,0.0,502.20772500000004,30.441391666666732,0.0,30.441391666666732,0.0,0.0,23.74036666666666,9304.242038240736,9331.639290740737,0.4333,217.60660724250002,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T02:00:00,2025-02-01T02:10:00,11,B0,Q2V2-SW2-REC5,3049.99,0.0,2384.42,0.0,539.1666666666665,91.14069999999987,0.0,91.14069999999987,0.0,0.0,50.62263333333334,9331.639290740737,9413.665920740737,0.4311,232.43474999999992,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T02:10:00,2025-02-01T02:20:00,12,B0,Q2V2-SW2-REC5,2965.8395499999997,0.0,2604.5438,0.0,1378.5468416666663,833.3333333333333,0.0,833.3333333333333,0.0,0.0,111.1228749999998,9413.665920740737,10163.665920740737,0.4293,591.8101591274999,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T02:20:00,2025-02-01T02:30:00,13,B0,Q2V2-SW2-REC5,2963.2742,0.0,2943.3655,0.0,520.36795,29.807033333333322,0.0,86.27731666666665,0.0,0.0,0.0,10163.665920740737,10190.492250740737,0.4324,225.00710157999998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T02:30:00,2025-02-01T02:40:00,14,B0,Q2V2-SW2-REC5,3040.775,0.0,3019.32,0.0,514.9658333333333,11.74583333333328,0.0,24.40491666666668,0.0,0.0,0.0,10190.492250740737,10201.063500740736,0.4367,224.88557941666664,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T02:40:00,2025-02-01T02:50:00,15,B0,Q2V2-SW2-REC5,3009.72615,0.0,2844.4369,0.0,486.78975833333334,0.0,0.0,0.0,16.43024166666669,0.0,12.716941666666685,10201.063500740736,10201.063500740736,0.4348,211.65618692333334,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T02:50:00,2025-02-01T03:00:00,16,B0,Q2V2-SW2-REC5,3010.5222000000003,0.0,2768.3064,0.0,500.2027250000001,26.129908333333447,0.0,26.129908333333447,0.0,0.0,12.688416666666683,10201.063500740736,10224.580418240737,0.4335,216.83788128750004,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:00:00,2025-02-01T03:10:00,17,B0,Q2V2-SW2-REC5,3086.16,0.0,2861.65,0.0,520.0441666666666,43.10249999999991,0.0,58.6597666666666,0.0,0.0,0.0,10224.580418240737,10263.372668240738,0.4357,226.58324341666662,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:10:00,2025-02-01T03:20:00,18,B0,Q2V2-SW2-REC5,3116.109,0.0,2900.3973,0.0,525.1277833333332,41.728233333333264,0.0,48.18611666666658,0.0,0.0,0.0,10263.372668240738,10300.928078240737,0.4374,229.69089242999996,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:20:00,2025-02-01T03:30:00,19,B0,Q2V2-SW2-REC5,3059.5834,0.0,2919.6115,0.0,511.4118083333333,24.80989166666666,0.0,28.012258333333307,0.0,0.0,0.0,10300.928078240737,10323.256980740736,0.4371,223.53810142249998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:30:00,2025-02-01T03:40:00,20,B0,Q2V2-SW2-REC5,2973.465,0.0,2993.09,0.0,524.1866666666666,25.338333333333253,0.0,37.584749999999985,0.0,0.0,0.0,10323.256980740736,10346.061480740736,0.4356,228.33571199999997,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:40:00,2025-02-01T03:50:00,21,B0,Q2V2-SW2-REC5,2979.38855,0.0,3109.8584,0.0,531.9736916666667,13.663958333333426,0.0,33.12535833333334,0.0,0.0,0.0,10346.061480740736,10358.359043240736,0.4353,231.56814798250002,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T03:50:00,2025-02-01T04:00:00,22,B0,Q2V2-SW2-REC5,3145.44495,0.0,3054.8008,0.0,548.2101749999999,29.900441666666666,0.0,29.900441666666666,0.0,0.0,9.176266666666606,10358.359043240736,10385.269440740736,0.436,239.01963629999997,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:00:00,2025-02-01T04:10:00,23,B0,Q2V2-SW2-REC5,3305.8100000000004,0.0,2901.7,0.0,570.5975000000001,61.46403333333342,0.0,61.46403333333342,0.0,0.0,25.516800000000046,10385.269440740736,10440.587070740736,0.4378,249.80758550000004,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:10:00,2025-02-01T04:20:00,24,B0,Q2V2-SW2-REC5,3206.4785,0.0,2947.1208,0.0,555.0372666666667,63.850466666666705,0.0,71.42060000000009,0.0,0.0,0.0,10440.587070740736,10498.052490740736,0.4401,244.27190106,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:20:00,2025-02-01T04:30:00,25,B0,Q2V2-SW2-REC5,3109.44645,0.0,3027.8717,0.0,529.6286416666667,24.983358333333342,0.0,38.441841666666676,0.0,0.0,0.0,10498.052490740736,10520.537513240735,0.4389,232.4540108275,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:30:00,2025-02-01T04:40:00,26,B0,Q2V2-SW2-REC5,3179.1400000000003,0.0,3033.47,0.0,530.0475000000001,24.469166666666865,0.0,25.40221666666679,0.0,0.0,0.0,10520.537513240735,10542.559763240735,0.4364,231.31272900000005,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:40:00,2025-02-01T04:50:00,27,B0,Q2V2-SW2-REC5,3326.5247,0.0,3019.3858,0.0,588.4417250000001,82.86339166666687,0.0,82.86339166666687,0.0,0.0,2.3473666666666304,10542.559763240735,10617.136815740736,0.4393,258.50244979250004,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T04:50:00,2025-02-01T05:00:00,28,B0,Q2V2-SW2-REC5,3373.27355,0.00152,3017.0819,0.0014,600.3460883333332,97.1151216666666,0.0,97.1151216666666,0.0,0.0,0.38421666666658894,10617.136815740736,10704.540425240735,0.4422,265.47304026099994,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:00:00,2025-02-01T05:10:00,29,B0,Q2V2-SW2-REC5,3317.2,0.0,2997.85,0.0,551.7149999999999,48.868249999999875,0.0,48.868249999999875,0.0,0.0,3.2050833333333912,10704.540425240735,10748.521850240735,0.4395,242.47874249999995,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:10:00,2025-02-01T05:20:00,30,B0,Q2V2-SW2-REC5,3304.47545,0.0,2932.7015,0.0,562.8474333333331,57.197944176960945,0.0,57.197944176960945,0.0,0.0,16.86590582303883,10748.521850240735,10800.0,0.4333,243.88179286333326,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:20:00,2025-02-01T05:30:00,31,B0,Q2V2-SW2-REC5,3295.1772499999997,0.02144,2991.1125,0.0199,549.6648,0.0,0.0,0.0,0.0,0.0,51.14936666666671,10800.0,10800.0,0.4439,243.99620472,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:30:00,2025-02-01T05:40:00,32,B0,Q2V2-SW2-REC5,3297.6850000000004,0.0,3175.34,0.0,573.3383333333334,0.0,0.0,0.0,0.0,0.0,44.11500000000001,10800.0,10800.0,0.4301,246.59281716666666,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:40:00,2025-02-01T05:50:00,33,B0,Q2V2-SW2-REC5,3367.2412999999997,0.0,3284.4619,0.0,1504.959883333333,0.0,0.0,0.0,0.0,0.0,957.5495666666664,10800.0,10800.0,0.3713,558.7916046816665,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T05:50:00,2025-02-01T06:00:00,34,B0,Q2V2-SW2-REC5,3367.2981,0.29838000000000003,3187.3644,0.2774,0.0,0.0,531.1811666666666,0.0,547.4103166666666,0.0,0.0,10800.0,10209.798703703704,0.5708,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:00:00,2025-02-01T06:10:00,35,B0,Q2V2-SW2-REC5,3309.6,0.0,3065.9,0.0,0.0,0.0,510.98333333333335,0.0,531.1811666666666,0.0,0.0,10209.798703703704,9642.039444444445,0.9099,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:10:00,2025-02-01T06:20:00,36,B0,Q2V2-SW2-REC5,3333.03585,0.0,3211.1231,0.0,0.0,0.0,510.98333333333335,0.0,510.98333333333335,24.203849999999875,0.0,9642.039444444445,9074.280185185185,0.9368,0.0,113.37083339999941
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:20:00,2025-02-01T06:30:00,37,B0,Q2V2-SW2-REC5,3305.29205,4.156139999999999,3203.9961,3.8641,0.0,0.0,533.3553333333333,0.0,535.1871833333332,0.0,0.0,9074.280185185185,8481.663148148149,0.8758,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:30:00,2025-02-01T06:40:00,38,B0,Q2V2-SW2-REC5,3238.965,0.0,3027.12,0.0,0.0,0.0,504.52,0.0,533.3553333333333,0.0,0.0,8481.663148148149,7921.0853703703715,0.8759,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:40:00,2025-02-01T06:50:00,39,B0,Q2V2-SW2-REC5,3325.14595,0.0,3117.3221,0.0,0.0,0.0,504.52,0.0,504.52,15.033683333333329,0.0,7921.0853703703715,7360.507592592594,0.8601,0.0,64.65235517499998
2025-02-01,2025-02-01T00:00:00,2025-02-01T06:50:00,2025-02-01T07:00:00,40,B0,Q2V2-SW2-REC5,3601.27545,69.48155999999999,3398.49,89.6095,0.0,0.0,519.5536833333333,0.0,519.5536833333333,31.926399999999944,0.0,7360.507592592594,6783.225722222223,0.8442,0.0,134.76133439999975
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:00:00,2025-02-01T07:10:00,41,B0,Q2V2-SW2-REC5,3879.375,297.9225,3652.75,340.5,0.0,0.0,551.4800833333333,0.0,551.4800833333333,0.561583333333374,0.0,6783.225722222223,6170.4700740740755,0.8334,0.0,2.3401177500001693
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:10:00,2025-02-01T07:20:00,42,B0,Q2V2-SW2-REC5,3904.09305,557.09114,3703.2843,615.936,0.0,0.0,514.5580499999999,0.0,552.0416666666666,0.0,0.0,6170.4700740740755,5598.738907407409,0.8092,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:20:00,2025-02-01T07:30:00,43,B0,Q2V2-SW2-REC5,3879.23015,830.4856400000001,3572.3788,884.9275,0.0,0.0,447.90854999999993,0.0,514.5580499999999,0.0,0.0,5598.738907407409,5101.062740740743,0.7972,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:30:00,2025-02-01T07:40:00,44,B0,Q2V2-SW2-REC5,3899.385,1117.2450000000001,3477.22,1140.675,0.0,0.0,389.4241666666667,0.0,447.90854999999993,0.0,0.0,5101.062740740743,4668.369222222224,0.7644,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:40:00,2025-02-01T07:50:00,45,B0,Q2V2-SW2-REC5,3865.2327,1408.7976800000001,3654.0022,1388.0797,0.0,0.0,377.65375,0.0,389.4241666666667,0.0,0.0,4668.369222222224,4248.7539444444465,0.6899,0.0,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T07:50:00,2025-02-01T08:00:00,46,B0,Q2V2-SW2-REC5,3804.971,1699.04238,3841.4201,1674.452,0.0,0.0,361.16134999999997,0.0,377.65375,0.0,0.0,4248.7539444444465,3847.463555555558,0.86,0.0,0.0
