day,issue_time,schedule,release_hour,block_start,block_end_exclusive,soc_kwh,accepted,keep_score_yuan,new_score_yuan,changed_intervals,risk_days,risk_day_first,risk_day_last,gate_days,gate_day_first,gate_day_last,load_source_max,load_correction_source_max,price_max_source_time,price_current_actual_step,lp_residual_kwh,planned_mutex_violations
2025-02-01 00:00:00,2025-02-01 06:00:00,M1,6,35,71,10209.798703703704,False,,,0,31,2025-01-01 00:00:00,2025-01-31 00:00:00,0,,,2025-02-01 00:10:00,2025-02-01 06:00:00,2025-02-01 06:00:00,35,9.094947017729282e-13,0
2025-02-02 00:00:00,2025-02-02 06:00:00,M1,6,35,71,10800.0,False,,,0,32,2025-01-01 00:00:00,2025-02-01 00:00:00,0,,,2025-02-02 00:10:00,2025-02-02 06:00:00,2025-02-02 06:00:00,35,9.094947017729282e-13,0
2025-02-03 00:00:00,2025-02-03 06:00:00,M1,6,35,71,10800.0,False,,,0,33,2025-01-01 00:00:00,2025-02-02 00:00:00,0,,,2025-02-03 00:10:00,2025-02-03 06:00:00,2025-02-03 06:00:00,35,2.2737367544323206e-13,0
2025-02-04 00:00:00,2025-02-04 06:00:00,M1,6,35,71,10800.0,False,,,0,34,2025-01-01 00:00:00,2025-02-03 00:00:00,0,,,2025-02-04 00:10:00,2025-02-04 06:00:00,2025-02-04 06:00:00,35,9.094947017729282e-13,0
2025-02-05 00:00:00,2025-02-05 06:00:00,M1,6,35,71,10800.0,False,,,0,35,2025-01-01 00:00:00,2025-02-04 00:00:00,0,,,2025-02-05 00:10:00,2025-02-05 06:00:00,2025-02-05 06:00:00,35,4.547473508864641e-13,0
2025-02-06 00:00:00,2025-02-06 06:00:00,M1,6,35,71,10800.0,False,,,0,36,2025-01-01 00:00:00,2025-02-05 00:00:00,0,,,2025-02-06 00:10:00,2025-02-06 06:00:00,2025-02-06 06:00:00,35,9.094947017729282e-13,0
2025-02-07 00:00:00,2025-02-07 06:00:00,M1,6,35,71,10800.0,False,,,0,37,2025-01-01 00:00:00,2025-02-06 00:00:00,0,,,2025-02-07 00:10:00,2025-02-07 06:00:00,2025-02-07 06:00:00,35,4.547473508864641e-13,0
2025-02-08 00:00:00,2025-02-08 06:00:00,M1,6,35,71,8651.916284259258,False,,,0,38,2025-01-01 00:00:00,2025-02-07 00:00:00,0,,,2025-02-08 00:10:00,2025-02-08 06:00:00,2025-02-08 06:00:00,35,0.0,0
2025-02-09 00:00:00,2025-02-09 06:00:00,M1,6,35,71,10800.0,False,,,0,39,2025-01-01 00:00:00,2025-02-08 00:00:00,0,,,2025-02-09 00:10:00,2025-02-09 06:00:00,2025-02-09 06:00:00,35,1.8189894035458565e-12,0
2025-02-10 00:00:00,2025-02-10 06:00:00,M1,6,35,71,10800.0,False,,,0,40,2025-01-01 00:00:00,2025-02-09 00:00:00,0,,,2025-02-10 00:10:00,2025-02-10 06:00:00,2025-02-10 06:00:00,35,1.8189894035458565e-12,0
2025-02-11 00:00:00,2025-02-11 06:00:00,M1,6,35,71,10800.0,False,,,0,41,2025-01-01 00:00:00,2025-02-10 00:00:00,0,,,2025-02-11 00:10:00,2025-02-11 06:00:00,2025-02-11 06:00:00,35,9.094947017729282e-13,0
2025-02-12 00:00:00,2025-02-12 06:00:00,M1,6,35,71,10800.0,False,,,0,42,2025-01-01 00:00:00,2025-02-11 00:00:00,0,,,2025-02-12 00:10:00,2025-02-12 06:00:00,2025-02-12 06:00:00,35,9.094947017729282e-13,0
