interval_start,interval_end,plan_day,natural_day,step,template_label,schedule,release_used,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,price_max_source_time,load_actual_kwh,pv_actual_kwh,q0_kwh,qfinal_kwh,base_plan_cost_yuan,up_adjustment_cost_yuan,down_refund_B_yuan,ordinary_cost_B_yuan,emergency_kwh,emergency_cost_yuan,charge_kwh,discharge_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh
2025-02-01 00:00:00,2025-02-01 00:10:00,2025-01-31 00:00:00,2025-02-01 00:00:00,143,0:00-0:10+1,M3,Q4_January_warmup,0.2955,0.309,2025-01-25 00:00:00,423.96000000000004,0.0,1293.0749999999998,1293.0749999999998,399.56017499999996,0.0,-0.0,399.56017499999996,0.0,0.0,833.3333333333333,0.0,35.781666666666524,5743.453033407413,6493.453033407413
2025-02-01 00:10:00,2025-02-01 00:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,0,0:10-0:20,M3,0,0.3381,0.3281,2025-01-26 00:00:00,422.0303666666667,0.0,1070.3338017695407,1070.3338017695407,351.1765203605863,0.0,-0.0,351.1765203605863,0.0,0.0,648.3034351028741,0.0,0.0,6493.453033407413,7076.926125
2025-02-01 00:20:00,2025-02-01 00:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,1,0:20-0:30,M3,0,0.3528,0.3257,2025-01-26 00:00:00,415.4073166666667,0.0,447.33687499999996,447.33687499999996,145.69762018749998,0.0,-0.0,145.69762018749998,0.0,0.0,31.92955833333326,0.0,0.0,7076.926125,7105.6627275
2025-02-01 00:30:00,2025-02-01 00:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2,0:30-0:40,M3,0,0.3008,0.3041,2025-01-26 00:00:00,410.7166666666667,0.0,1279.1139999999998,1279.1139999999998,388.9785673999999,0.0,-0.0,388.9785673999999,0.0,0.0,833.3333333333333,0.0,35.06399999999985,7105.6627275,7855.6627275
2025-02-01 00:40:00,2025-02-01 00:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,3,0:40-0:50,M3,0,0.3039,0.3126,2025-01-26 00:00:00,430.29479999999995,0.0,1303.8441199999997,1303.8441199999997,407.58167191199993,0.0,-0.0,407.58167191199993,0.0,0.0,833.3333333333333,0.0,40.215986666666595,7855.6627275,8605.6627275
2025-02-01 00:50:00,2025-02-01 01:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,4,0:50-1:00,M3,0,0.3343,0.3286,2025-01-26 00:00:00,424.4105833333333,0.0,1335.5396233333333,1335.5396233333333,438.85832022733337,0.0,-0.0,438.85832022733337,0.0,0.0,833.3333333333333,0.0,77.79570666666677,8605.6627275,9355.6627275
2025-02-01 01:00:00,2025-02-01 01:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,5,1:00-1:10,M3,0,0.3558,0.3438,2025-01-26 00:00:00,406.0516666666666,0.0,507.2303333333333,507.2303333333333,174.38578859999998,0.0,-0.0,174.38578859999998,0.0,0.0,101.17866666666669,0.0,0.0,9355.6627275,9446.723527499998
2025-02-01 01:10:00,2025-02-01 01:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,6,1:10-1:20,M3,0,0.3641,0.3704,2025-01-26 00:00:00,436.7501833333333,0.0,493.12485333333336,493.12485333333336,182.65344567466667,0.0,-0.0,182.65344567466667,0.0,0.0,56.37467000000004,0.0,0.0,9446.723527499998,9497.460730499999
2025-02-01 01:20:00,2025-02-01 01:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,7,1:20-1:30,M3,0,0.3577,0.3746,2025-01-26 00:00:00,451.7976833333333,0.0,460.3461516666667,460.3461516666667,172.44566841433334,0.0,-0.0,172.44566841433334,0.0,0.0,8.548468333333403,0.0,0.0,9497.460730499999,9505.154352
2025-02-01 01:30:00,2025-02-01 01:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,8,1:30-1:40,M3,0,0.3605,0.3606,2025-01-26 00:00:00,446.08,0.0,468.7923333333333,468.7923333333333,169.04651539999998,0.0,-0.0,169.04651539999998,0.0,0.0,22.712333333333333,0.0,0.0,9505.154352,9525.595452
