plan_day,cash_baseline,emergency_baseline,soc_end_baseline,soc_start_baseline,slots_baseline,cash_candidate,emergency_candidate,soc_end_candidate,soc_start_candidate,slots_candidate,cash_saving_yuan
2025-02-01,23284.283285284986,0.0,4287.498483475305,3717.349490203704,144,23284.283285284986,0.0,4287.498483475305,3717.349490203704,144,0.0
2025-02-02,56243.01542461002,0.0,5183.813042151806,4287.498483475305,144,56243.01542461002,0.0,5183.813042151806,4287.498483475305,144,0.0
2025-02-03,55661.755446493415,0.0,5134.302134777778,5183.813042151806,144,55661.755446493415,0.0,5134.302134777778,5183.813042151806,144,0.0
2025-02-04,55916.54225231742,0.0,4820.794488240755,5134.302134777778,144,55916.54225231742,0.0,4820.794488240755,5134.302134777778,144,0.0
2025-02-05,56480.214006853545,0.0,4885.207464862241,4820.794488240755,144,56480.214006853545,0.0,4885.207464862241,4820.794488240755,144,0.0
2025-02-06,56441.53844696557,0.0,4749.9950895285765,4885.207464862241,144,56441.53844696557,0.0,4749.9950895285765,4885.207464862241,144,0.0
2025-02-07,21141.546771827445,0.0,3719.923945074075,4749.9950895285765,144,21141.546771827445,0.0,3719.923945074075,4749.9950895285765,144,0.0
2025-02-08,20546.33034613223,0.0,4820.993390529261,3719.923945074075,144,21201.754124999676,0.0,5233.390345354165,3719.923945074075,144,-655.4237788674473
2025-02-09,56379.199654710996,485.0122472666621,4663.876692685186,4820.993390529261,144,56204.94316949795,0.0,5433.878707481487,5233.390345354165,144,174.25648521304538
2025-02-10,54830.93450046042,0.0,5392.842081555007,4663.876692685186,144,54830.93450046042,0.0,5392.842081555007,5433.878707481487,144,0.0
2025-02-11,53023.864637463754,0.0,4979.2592096296285,5392.842081555007,144,53023.864637463754,0.0,4979.2592096296285,5392.842081555007,144,0.0
2025-02-12,52436.349981253974,0.0,4609.613450370372,4979.2592096296285,144,52436.349981253974,0.0,4609.613450370372,4979.2592096296285,144,0.0
2025-02-13,53049.01095635566,0.0,5163.896479815741,4609.613450370372,144,53049.01095635566,0.0,5163.896479815741,4609.613450370372,144,0.0
2025-02-14,18757.95640364028,0.0,4638.423601487082,5163.896479815741,144,18757.95640364028,0.0,4638.423601487082,5163.896479815741,144,0.0
2025-02-15,19639.048480966005,212.2631623341659,4234.73262,4638.423601487082,144,19423.48275625692,0.0,4587.514196089591,4638.423601487082,144,215.56572470908577
2025-02-16,57131.84450999554,1313.469714729329,4325.63635074074,4234.73262,144,52012.92803638531,126.65293468610994,4830.898391168981,4587.514196089591,144,5118.916473610232
