daily_emergency_kwh,cumulative_fraction
0.0,0.0029940119760479044
0.0,0.005988023952095809
0.0,0.008982035928143712
0.0,0.011976047904191617
0.0,0.014970059880239521
0.0,0.017964071856287425
0.0,0.020958083832335328
0.0,0.023952095808383235
0.0,0.02694610778443114
0.0,0.029940119760479042
0.0,0.03293413173652695
0.0,0.03592814371257485
0.0,0.038922155688622756
0.0,0.041916167664670656
0.0,0.04491017964071856
0.0,0.04790419161676647
0.0,0.05089820359281437
0.0,0.05389221556886228
0.0,0.05688622754491018
0.0,0.059880239520958084
0.0,0.06287425149700598
0.0,0.0658682634730539
0.0,0.0688622754491018
0.0,0.0718562874251497
0.0,0.0748502994011976
0.0,0.07784431137724551
0.0,0.08083832335329341
0.0,0.08383233532934131
0.0,0.08682634730538923
0.0,0.08982035928143713
0.0,0.09281437125748503
0.0,0.09580838323353294
0.0,0.09880239520958084
0.0,0.10179640718562874
0.0,0.10479041916167664
0.0,0.10778443113772455
0.0,0.11077844311377245
0.0,0.11377245508982035
0.0,0.11676646706586827
0.0,0.11976047904191617
0.0,0.12275449101796407
0.0,0.12574850299401197
0.0,0.12874251497005987
0.0,0.1317365269461078
0.0,0.1347305389221557
0.0,0.1377245508982036
0.0,0.1407185628742515
0.0,0.1437125748502994
0.0,0.1467065868263473
0.0,0.1497005988023952
0.0,0.15269461077844312
0.0,0.15568862275449102
0.0,0.15868263473053892
0.0,0.16167664670658682
0.0,0.16467065868263472
0.0,0.16766467065868262
0.0,0.17065868263473055
0.0,0.17365269461077845
0.0,0.17664670658682635
0.0,0.17964071856287425
0.0,0.18263473053892215
0.0,0.18562874251497005
0.0,0.18862275449101795
0.0,0.19161676646706588
0.0,0.19461077844311378
0.0,0.19760479041916168
0.0,0.20059880239520958
0.0,0.20359281437125748
0.0,0.20658682634730538
0.0,0.20958083832335328
0.0,0.2125748502994012
0.0,0.2155688622754491
0.0,0.218562874251497
0.0,0.2215568862275449
0.0,0.2245508982035928
0.0,0.2275449101796407
0.0,0.23053892215568864
0.0,0.23353293413173654
0.0,0.23652694610778444
0.0,0.23952095808383234
0.0,0.24251497005988024
0.0,0.24550898203592814
0.0,0.24850299401197604
0.0,0.25149700598802394
0.0,0.25449101796407186
0.0,0.25748502994011974
0.0,0.26047904191616766
0.0,0.2634730538922156
0.0,0.26646706586826346
0.0,0.2694610778443114
0.0,0.27245508982035926
0.0,0.2754491017964072
0.0,0.27844311377245506
0.0,0.281437125748503
0.0,0.2844311377245509
0.0,0.2874251497005988
0.0,0.2904191616766467
0.0,0.2934131736526946
0.0,0.2964071856287425
0.0,0.2994011976047904
0.0,0.3023952095808383
0.0,0.30538922155688625
0.0,0.3083832335329341
0.0,0.31137724550898205
0.0,0.3143712574850299
0.0,0.31736526946107785
0.0,0.3203592814371258
0.0,0.32335329341317365
0.0,0.3263473053892216
0.0,0.32934131736526945
0.0,0.3323353293413174
0.0,0.33532934131736525
0.0,0.3383233532934132
0.0,0.3413173652694611
0.0,0.344311377245509
0.0,0.3473053892215569
0.0,0.3502994011976048
0.0,0.3532934131736527
0.0,0.3562874251497006
0.0,0.3592814371257485
0.0,0.36227544910179643
0.0,0.3652694610778443
0.0,0.36826347305389223
0.0,0.3712574850299401
0.0,0.37425149700598803
0.0,0.3772455089820359
0.0,0.38023952095808383
0.0,0.38323353293413176
0.0,0.38622754491017963
0.0,0.38922155688622756
0.0,0.39221556886227543
0.0,0.39520958083832336
0.0,0.39820359281437123
0.0,0.40119760479041916
0.0,0.4041916167664671
0.0,0.40718562874251496
0.0,0.4101796407185629
0.0,0.41317365269461076
0.0,0.4161676646706587
0.0,0.41916167664670656
0.0,0.4221556886227545
0.0,0.4251497005988024
0.0,0.4281437125748503
0.0,0.4311377245508982
0.0,0.4341317365269461
0.0,0.437125748502994
0.0,0.44011976047904194
0.0,0.4431137724550898
0.0,0.44610778443113774
0.0,0.4491017964071856
0.0,0.45209580838323354
0.0,0.4550898203592814
0.0,0.45808383233532934
0.0,0.46107784431137727
0.0,0.46407185628742514
0.0,0.46706586826347307
0.0,0.47005988023952094
0.0,0.47305389221556887
0.0,0.47604790419161674
0.0,0.47904191616766467
0.0,0.4820359281437126
0.0,0.48502994011976047
0.0,0.4880239520958084
0.0,0.49101796407185627
0.0,0.4940119760479042
0.0,0.49700598802395207
0.0,0.5
0.0,0.5029940119760479
0.0,0.5059880239520959
0.0,0.5089820359281437
0.0,0.5119760479041916
0.0,0.5149700598802395
0.0,0.5179640718562875
0.0,0.5209580838323353
0.0,0.5239520958083832
0.0,0.5269461077844312
0.0,0.5299401197604791
0.0,0.5329341317365269
0.0,0.5359281437125748
0.0,0.5389221556886228
0.0,0.5419161676646707
0.0,0.5449101796407185
0.0,0.5479041916167665
0.0,0.5508982035928144
0.0,0.5538922155688623
0.0,0.5568862275449101
0.0,0.5598802395209581
0.0,0.562874251497006
0.0,0.5658682634730539
0.0,0.5688622754491018
0.0,0.5718562874251497
0.0,0.5748502994011976
0.0,0.5778443113772455
0.0,0.5808383233532934
1.4891666666667334,0.5838323353293413
1.6400000000001,0.5868263473053892
3.641833333333352,0.5898203592814372
4.383333333333439,0.592814371257485
5.08329166666681,0.5958083832335329
8.039349999999786,0.5988023952095808
11.292670255208163,0.6017964071856288
12.486666666666451,0.6047904191616766
12.56739049134635,0.6077844311377245
12.769999999999868,0.6107784431137725
13.0156383333333,0.6137724550898204
15.37166666666667,0.6167664670658682
16.51981666666643,0.6197604790419161
17.54325499999993,0.6227544910179641
20.92993333333333,0.625748502994012
23.78500000000008,0.6287425149700598
24.33916666666664,0.6317365269461078
25.62541780000049,0.6347305389221557
27.19166666666661,0.6377245508982036
27.561666666666724,0.6407185628742516
27.578162121834897,0.6437125748502994
32.73166666666657,0.6467065868263473
41.87999999999977,0.6497005988023952
42.065721666666605,0.6526946107784432
45.64193209999835,0.655688622754491
47.86728959999998,0.6586826347305389
62.867529233331965,0.6616766467065869
67.00333333333344,0.6646706586826348
67.56379703333592,0.6676646706586826
73.1708650833299,0.6706586826347305
80.15810088477303,0.6736526946107785
85.48590247314371,0.6766467065868264
88.69671215000335,0.6796407185628742
90.19807261058168,0.6826347305389222
91.50980656391982,0.6856287425149701
95.32098983333144,0.688622754491018
123.98609313333488,0.6916167664670658
128.06899601954154,0.6946107784431138
128.39475625884515,0.6976047904191617
138.0988578333345,0.7005988023952096
141.56446516666568,0.7035928143712575
142.77288935082186,0.7065868263473054
145.86427381666553,0.7095808383233533
146.874118717174,0.7125748502994012
152.57804574999778,0.7155688622754491
155.93405751050483,0.718562874251497
156.62562166667075,0.7215568862275449
161.75622420000167,0.7245508982035929
172.0016822666674,0.7275449101796407
180.51405605000105,0.7305389221556886
183.1162750498858,0.7335329341317365
189.46344776667,0.7365269461077845
203.8920563666668,0.7395209580838323
212.2631623341659,0.7425149700598802
230.61214911684243,0.7455089820359282
241.98899318333292,0.7485029940119761
257.41534005,0.7514970059880239
259.3482918333318,0.7544910179640718
264.0167345582293,0.7574850299401198
278.9398557333333,0.7604790419161677
278.96418070966814,0.7634730538922155
285.67232769849704,0.7664670658682635
308.01262561666704,0.7694610778443114
322.1367587333316,0.7724550898203593
326.8223508333342,0.7754491017964071
330.80791040000616,0.7784431137724551
375.3266256798236,0.781437125748503
400.4614335609076,0.7844311377245509
410.7949920578137,0.7874251497005988
430.3249726168688,0.7904191616766467
485.012247266662,0.7934131736526946
495.0646058555562,0.7964071856287425
503.6192635166639,0.7994011976047904
528.4567246500026,0.8023952095808383
533.0311724683345,0.8053892215568862
547.0684241888843,0.8083832335329342
598.6154100999977,0.811377245508982
603.4967874666676,0.8143712574850299
610.2222933333296,0.8173652694610778
