day_index,candidate_count,candidate_solve_seconds_sum,max_source_pool_residual
0,15,0.4847231159801595,2.2737367544323206e-13
1,15,0.2178368858876638,2.2737367544323206e-13
2,15,0.2247582640266046,2.2737367544323206e-13
3,15,0.38775639183586463,1.5631940186722204e-13
4,15,0.5597193489666097,2.2737367544323206e-13
5,15,1.0288094448624179,4.547473508864641e-13
6,15,1.7182343800668605,2.984279490192421e-13
7,15,1.958551810879726,5.684341886080801e-13
8,15,2.2912654959363863,4.547473508864641e-13
9,15,2.0678102210513316,3.410605131648481e-13
10,15,2.090570581087377,3.410605131648481e-13
11,15,3.112765771045815,5.684341886080801e-13
12,15,3.0000397081603296,5.684341886080801e-13
13,15,2.9113484771805815,5.684341886080801e-13
14,15,2.861050161824096,4.547473508864641e-13
15,15,2.9498612118768506,5.684341886080801e-13
16,15,2.727227055002004,3.410605131648481e-13
17,15,2.897361870855093,3.410605131648481e-13
18,15,2.9225464430637658,5.684341886080801e-13
19,15,2.715249194938224,4.547473508864641e-13
20,15,2.9759040910284966,4.547473508864641e-13
21,15,2.853549212915823,4.547473508864641e-13
22,15,2.8908077480155043,4.547473508864641e-13
23,15,3.0797798388521187,4.547473508864641e-13
24,15,2.810863774968311,4.547473508864641e-13
25,15,2.7660234258510172,4.547473508864641e-13
26,15,2.8968936059391126,4.547473508864641e-13
27,15,3.01082234288333,4.547473508864641e-13
28,15,2.913448793988209,4.547473508864641e-13
29,15,2.9685566890402697,4.547473508864641e-13
30,15,2.596181139058899,4.547473508864641e-13
31,15,2.9336452509160154,4.547473508864641e-13
32,15,2.9399506890331395,4.547473508864641e-13
33,15,3.345675380085595,4.547473508864641e-13
34,15,2.8406795058981515,4.547473508864641e-13
35,15,3.3693298009457067,4.547473508864641e-13
36,15,3.3403495169477537,4.547473508864641e-13
37,15,2.9607534650713205,4.547473508864641e-13
38,15,2.678787220036611,6.821210263296962e-13
39,15,2.9636860140017234,5.684341886080801e-13
40,15,3.111654487962369,4.547473508864641e-13
41,15,3.078159034019336,4.547473508864641e-13
42,15,3.039741497952491,5.684341886080801e-13
43,15,3.1284001989406534,6.821210263296962e-13
44,15,2.5673152898671106,4.547473508864641e-13
45,15,2.535610166960396,4.547473508864641e-13
46,15,2.9812597980489954,4.547473508864641e-13
47,15,2.7336775659932755,4.547473508864641e-13
48,15,2.7116155030671507,4.547473508864641e-13
49,15,3.3351714489399455,4.547473508864641e-13
50,15,3.354983124008868,4.547473508864641e-13
51,15,2.731017836020328,4.547473508864641e-13
52,15,2.6962323929183185,4.547473508864641e-13
53,15,2.955766472092364,4.547473508864641e-13
54,15,2.850573153991718,4.547473508864641e-13
55,15,3.137524498102721,4.547473508864641e-13
56,15,2.9421870650257915,4.547473508864641e-13
57,15,2.8119379619020037,4.547473508864641e-13
58,15,2.2442679961095564,4.547473508864641e-13
59,15,2.3009209349402227,4.547473508864641e-13
60,15,3.0658902560244314,4.547473508864641e-13
61,15,3.1250905451597646,4.547473508864641e-13
62,15,2.67154747096356,4.547473508864641e-13
63,15,2.758597563020885,4.547473508864641e-13
64,15,3.6326054290984757,3.410605131648481e-13
65,15,1.9720618719002232,2.2737367544323206e-13
66,15,1.8581653991132043,2.2737367544323206e-13
67,15,3.0429241889505647,4.547473508864641e-13
68,15,3.345147035899572,4.547473508864641e-13
69,15,3.0252480779308826,4.547473508864641e-13
70,15,2.824846599076409,4.547473508864641e-13
71,15,3.297483487986028,4.547473508864641e-13
72,15,2.3199829471413977,2.2737367544323206e-13
73,15,2.2823144628782757,2.2737367544323206e-13
74,15,3.105901558068581,4.547473508864641e-13
75,15,2.588566756050568,4.547473508864641e-13
76,15,2.7709468630491756,4.547473508864641e-13
77,15,3.09379603312118,4.547473508864641e-13
78,15,3.2571485029766336,2.802202914153895e-13
79,15,2.348443503084127,2.2737367544323206e-13
80,15,1.850818190840073,2.2737367544323206e-13
81,15,3.2973752668476664,4.547473508864641e-13
82,15,3.3261607360327616,4.547473508864641e-13
83,15,2.9017483659554273,2.2737367544323206e-13
84,15,3.680953711795155,4.547473508864641e-13
85,15,2.545446372765582,2.2737367544323206e-13
86,15,1.8603725680150092,2.2737367544323206e-13
87,15,1.8681011039880104,2.2737367544323206e-13
88,15,3.052506520994939,4.547473508864641e-13
89,15,2.7383666411042213,2.2737367544323206e-13
90,15,3.6061178269446827,4.547473508864641e-13
91,15,2.31904286891222,2.2737367544323206e-13
92,15,2.262491424975451,4.547473508864641e-13
93,15,1.8968296458479017,2.2737367544323206e-13
94,15,1.8221121518290602,2.2737367544323206e-13
95,15,3.725036570976954,4.547473508864641e-13
96,15,3.58445600385312,4.547473508864641e-13
97,15,2.504329387913458,2.2737367544323206e-13
98,15,2.6218708609812893,4.547473508864641e-13
99,15,2.669273300038185,4.547473508864641e-13
100,15,1.866252753941808,2.2737367544323206e-13
101,15,1.7813533609150909,2.2737367544323206e-13
102,15,2.8637813070672564,4.547473508864641e-13
103,15,3.1051821641158313,4.547473508864641e-13
104,15,2.707589378929697,2.2737367544323206e-13
105,15,2.419205270067323,2.2737367544323206e-13
106,15,2.956042857898865,4.547473508864641e-13
107,15,1.844184342015069,2.2737367544323206e-13
108,15,1.78361881012097,2.2737367544323206e-13
109,15,3.2281812430592254,2.2737367544323206e-13
110,15,2.550201743026264,2.2737367544323206e-13
111,15,2.6067889910773374,2.2737367544323206e-13
112,15,2.7455700380378403,4.547473508864641e-13
113,15,2.812498427112587,4.547473508864641e-13
114,15,1.7044391700765118,2.2737367544323206e-13
115,15,1.7103552190819755,2.2737367544323206e-13
116,15,2.9638921550940722,2.2737367544323206e-13
117,15,2.303995896829292,2.7000623958883807e-13
118,15,3.0560183258494362,2.2737367544323206e-13
119,15,2.322752022999339,4.547473508864641e-13
120,15,2.4429913390194997,2.2737367544323206e-13
121,15,1.7794986349181272,2.2737367544323206e-13
122,15,1.8443444150034338,2.2737367544323206e-13
123,15,2.311573221872095,4.547473508864641e-13
124,15,2.440946406160947,2.2737367544323206e-13
125,15,3.079801269166637,4.547473508864641e-13
126,15,2.8047826008987613,4.547473508864641e-13
127,15,2.705314234131947,2.2737367544323206e-13
128,15,1.8697428241139278,2.2737367544323206e-13
129,15,1.8079612380824983,2.2737367544323206e-13
130,15,2.239446637860965,4.547473508864641e-13
131,15,2.7003660720656626,4.547473508864641e-13
132,15,3.1459530328866094,4.547473508864641e-13
133,15,2.678127935854718,4.547473508864641e-13
134,15,2.8290440270211548,2.2737367544323206e-13
135,15,1.7882801918894984,2.2737367544323206e-13
136,15,1.8586633049999364,2.2737367544323206e-13
137,15,2.4173876308486797,2.8421709430404007e-13
138,15,2.5322627741261385,4.547473508864641e-13
139,15,2.73735826194752,4.547473508864641e-13
140,15,2.9263223860180005,2.2737367544323206e-13
141,15,2.5805761489318684,2.5579538487363607e-13
142,15,1.810922178963665,2.2737367544323206e-13
143,15,1.8478019569884054,2.2737367544323206e-13
144,15,2.5194891430437565,2.2737367544323206e-13
145,15,3.0495118621038273,4.547473508864641e-13
146,15,3.168676988047082,2.2737367544323206e-13
147,15,2.4067933030310087,4.547473508864641e-13
148,15,2.7163820271380246,2.5579538487363607e-13
149,15,1.786683133977931,2.2737367544323206e-13
150,15,1.7917276559164748,2.2737367544323206e-13
151,15,2.491915709921159,4.547473508864641e-13
152,15,3.3348181660985574,4.547473508864641e-13
153,15,2.6466975079965778,4.547473508864641e-13
154,15,2.455976501107216,4.547473508864641e-13
155,15,2.7277761900331825,4.547473508864641e-13
156,15,1.850673611916136,2.2737367544323206e-13
157,15,2.079372845008038,2.2737367544323206e-13
158,15,2.364292423124425,4.547473508864641e-13
159,15,2.5376079427660443,4.547473508864641e-13
160,15,2.828791081905365,3.410605131648481e-13
161,15,2.3729004391352646,4.547473508864641e-13
162,15,2.574342593201436,4.547473508864641e-13
163,15,1.8357185680652037,2.2737367544323206e-13
164,15,1.8997646570205688,2.2737367544323206e-13
165,15,2.5403914870112203,4.547473508864641e-13
166,15,2.308666240016464,4.547473508864641e-13
167,15,3.1870754760457203,4.547473508864641e-13
168,15,3.1961858869181015,4.547473508864641e-13
169,15,2.7202474309597164,4.547473508864641e-13
170,15,1.8110260490211658,2.2737367544323206e-13
171,15,1.93890517501859,2.2737367544323206e-13
172,15,2.5071284910663962,4.547473508864641e-13
173,15,3.332021497946698,4.547473508864641e-13
174,15,2.636387918901164,3.410605131648481e-13
175,15,3.018464936874807,4.547473508864641e-13
176,15,2.7768651660881005,4.547473508864641e-13
177,15,1.9321132529294118,2.2737367544323206e-13
178,15,1.8805899759754539,2.2737367544323206e-13
179,15,2.5865906509570777,4.547473508864641e-13
180,15,3.034716881928034,4.547473508864641e-13
181,15,3.243660639913287,4.547473508864641e-13
182,15,2.91288016398903,4.547473508864641e-13
183,15,3.213393931975588,4.547473508864641e-13
184,15,1.9578035330050625,2.2737367544323206e-13
185,15,2.020163826935459,2.2737367544323206e-13
186,15,2.704116952023469,4.547473508864641e-13
187,15,2.3137977211736143,4.547473508864641e-13
188,15,2.2627251531230286,4.547473508864641e-13
189,15,2.6624512629932724,4.547473508864641e-13
190,15,2.922226009948645,5.684341886080801e-13
191,15,1.8602706030360423,2.2737367544323206e-13
192,15,1.928831514203921,2.2737367544323206e-13
193,15,3.0940784739796072,4.547473508864641e-13
194,15,2.7389382589026354,4.547473508864641e-13
195,15,2.2675204331753775,4.547473508864641e-13
196,15,2.5712327059009112,4.547473508864641e-13
197,15,2.879512745246757,5.684341886080801e-13
