day_index,candidate_count,total_candidate_solve_seconds
31,15,2.487783099999433
32,15,3.02055040000414
33,15,3.852303200004826
34,15,3.902011500000299
35,15,4.172377800001414
36,15,3.3045027000007394
37,15,2.586891499997364
38,15,2.374770599999465
39,15,3.3555209999994986
40,15,3.415873999998439
41,15,3.2490022999973007
42,15,3.842521199992916
43,15,3.4418155000021216
44,15,2.078834199999619
45,15,2.2848556999997527
46,15,3.0992508999970596
47,15,2.5762420000010025
48,15,3.7395774999931746
49,15,3.408378799997081
50,15,3.414038299995809
51,15,2.000785899997936
52,15,1.8381411999998818
53,15,2.713896899997053
54,15,3.400985700001911
55,15,3.439961400003085
56,15,2.947291500002393
57,15,3.423871799999688
58,15,1.9060809000002337
59,15,1.949454000005062
60,15,2.7371152000014263
61,15,2.4630719000051613
62,15,2.8519953999948484
63,15,3.0220858000011503
64,15,2.604049900002792
65,15,1.842979799994282
66,15,1.945035499997175
67,15,2.5377445999984047
68,15,2.8950655999960873
69,15,2.7458909999968455
70,15,3.1006120999991253
71,15,2.7399168999963877
72,15,2.2034848000002967
73,15,1.8185584999991988
74,15,2.6633356000002095
75,15,2.938630999999077
76,15,2.8923057000029075
77,15,3.3243772000005265
78,15,2.7951007000010577
79,15,2.17945100000361
80,15,1.806207200004792
81,15,3.2329015000013896
82,15,2.7951309000036417
83,15,3.157533000001422
84,15,2.324185999996189
85,15,3.266330900001776
86,15,1.788259899998593
87,15,1.6944015000008221
88,15,3.651753300000564
89,15,2.4864083000029495
90,15,2.521953500001473
91,15,2.2733726000060415
92,15,2.27679199999875
93,15,1.783698799996273
94,15,1.757870899995396
95,15,3.784079000002748
96,15,3.0081637000021146
97,15,2.219870999997511
98,15,2.469951499999297
99,15,2.622888099996999
100,15,1.7903381000014633
101,15,1.7425386999984767
102,15,3.104590200002349
103,15,2.148543900006189
104,15,2.1716686000017944
105,15,2.7122046999975282
106,15,2.6250880000025063
107,15,1.8381055999943783
108,15,1.758673300000737
109,15,2.675377399993522
110,15,2.905001099998117
111,15,2.4176864000037313
112,15,2.8627314000004844
113,15,2.5167244999993272
114,15,1.72359430000688
115,15,1.6983304999976099
116,15,2.2627224999978353
117,15,2.3402395999983128
118,15,2.223211300000912
119,15,2.448678500000824
120,15,2.7060475000034785
121,15,1.6860978000077012
122,15,1.6404535999990912
123,15,2.530095499998424
124,15,2.882978400000866
125,15,2.6906290000042645
126,15,2.904101799997079
127,15,2.268762000001516
128,15,1.7696922000013728
129,15,1.7072937000048114
130,15,2.414103499999328
131,15,2.951010099997802
132,15,2.7041570999972464
133,15,2.505285899998853
134,15,2.657658899997841
135,15,1.6969005999999354
136,15,1.7213075999989087
137,15,2.696473400003015
138,15,2.701647200001389
139,15,2.2306006000053458
140,15,2.5223634999965725
141,15,2.525226100000509
142,15,1.754978699997082
143,15,1.8011682999967888
144,15,2.2550847999991674
145,15,2.933929899994837
146,15,2.373116000002483
147,15,2.3819764999989275
148,15,2.509326000004876
149,15,1.7268659000001207
150,15,1.7610057000001689
151,15,3.100088599998344
152,15,2.52789240000493
153,15,2.3580092000011064
154,15,2.438090199999351
155,15,2.3163957000033406
156,15,1.808421300000191
157,15,1.8339793000013742
158,15,2.352467399996385
159,15,2.512729299998682
160,15,2.780171300002621
161,15,2.7682305999969685
162,15,2.4079991999969934
163,15,1.9477026000022306
164,15,1.8155302000031952
165,15,2.3285904999975173
166,15,2.63911189999817
167,15,2.6819120999953157
168,15,2.9109368000044924
169,15,2.4699879000036162
170,15,1.8030736000000616
171,15,1.860392900001898
172,15,2.1482184999968013
173,15,3.2426967000010336
174,15,2.9516646999963996
175,15,2.5573725999965973
176,15,2.380839300003572
177,15,1.8441734999978507
178,15,1.859920000000784
179,15,3.1349518000006356
180,15,2.62665879999804
181,15,2.8113503999993554
182,15,2.8457353000012517
183,15,2.832722500003001
184,15,1.8302295000012236
185,15,1.8620412000000215
186,15,2.314569099999062
187,15,2.034002300000793
188,15,2.45653129999846
189,15,2.958493099997213
190,15,2.6347945000034088
191,15,1.8910902999978134
192,15,1.931735899996056
193,15,2.74360649999835
194,15,2.1814924999998766
195,15,2.625160199997481
196,15,2.877124199994796
197,15,2.6484023999983037
198,15,1.8804278000006889
199,15,1.9782202999995206
200,15,2.6397635999946942
201,15,2.5978325999985827
202,15,2.5163752999997087
203,15,3.0823005999973248
204,15,2.5486145000049873
205,15,1.8874443000022438
206,15,1.8436271999980818
207,15,2.2329991000078735
208,15,2.663565300004848
209,15,3.134304900004281
210,15,3.106923999997889
211,15,2.8523366000008537
212,15,1.906309299998611
213,15,1.8256574999995792
214,15,2.7583280999970157
215,15,2.870057699998142
216,15,2.8472053999958007
217,15,3.1544514000033814
218,15,2.713685299995632
219,15,1.8204256999979407
220,15,1.885106400004588
221,15,3.01727469999787
222,15,2.5582688999984384
223,15,3.3018467999972927
224,15,3.0533538999989105
225,15,3.0150628999999753
226,15,1.813025600000401
227,15,1.805202100002134
228,15,2.7759301000023697
229,15,3.3977083999980096
230,15,2.5185294000038994
231,15,2.9839986999977555
232,15,3.2402961000025243
233,15,1.881902799999807
234,15,2.066937899999175
235,15,2.6918839999980264
236,15,3.583113799997591
237,15,3.249379600001703
238,15,3.5046215999991546
239,15,3.3572230999998283
240,15,1.8504319000021496
241,15,1.9712688000054186
242,15,3.1681152999972255
243,15,2.8812976999997773
244,15,3.2751860999942437
245,15,3.5243125000015425
246,15,2.972152799999094
247,15,1.895323599999756
248,15,1.8708894999981567
249,15,3.204327099998409
250,15,2.8613287000043783
251,15,3.1744286000030115
252,15,2.878847499998301
253,15,3.1069535999995423
254,15,1.7543611000019155
255,15,1.8315133000050992
256,15,3.187542300001951
257,15,2.65505309999935
258,15,2.8598612999994657
259,15,2.6758056999951805
260,15,2.437440300001981
261,15,1.8715848999981972
262,15,1.7747716000012588
263,15,2.440658000004987
264,15,2.9246244999994815
265,15,2.7671232000011514
266,15,2.2865958000056708
267,15,2.8135398000013083
268,15,1.7867833000000246
269,15,1.7645891999964078
270,15,3.037536800000453
271,15,2.7116837999947165
272,15,3.142011600000842
273,15,2.5331523999975616
274,15,2.9545414999956847
275,15,1.7325825000007171
276,15,1.7142280000043684
277,15,2.8534732000007352
278,15,2.7385391000043455
279,15,2.9273311000015383
280,15,2.6116404999938823
281,15,2.524703600001885
282,15,1.7848841000013635
283,15,1.8677425000023504
284,15,2.2042801000043255
285,15,2.7977095000023837
286,15,2.79070099999808
287,15,2.8934469999985595
288,15,2.40497559999676
289,15,1.8271417999985715
290,15,1.9314449000048626
291,15,2.9608774000098492
292,15,2.832689000000755
293,15,2.92373470000166
294,15,2.6115659000024607
295,15,2.9556885000001785
296,15,1.8370664000012766
297,15,1.829031400005988
298,15,2.764839599998595
299,15,3.0669325000035315
300,15,2.8436408000034135
301,15,2.654669499996089
302,15,2.4291311999986647
303,15,1.9159082999995007
304,15,2.079967800003942
305,15,2.931234299998323
306,15,3.194185299993478
307,15,2.906343399999969
308,15,2.7319623999992473
309,15,2.824747299997398
310,15,2.008625699998447
311,15,2.0013599999965663
312,15,3.442168200002925
313,15,3.234465600005933
314,15,2.5615767000017513
315,15,3.120097999999416
316,15,3.12828339999578
317,15,2.031378900002892
318,15,1.8590432000037254
319,15,3.020123100001001
320,15,2.827468700001191
321,15,2.6007074999997712
322,15,3.254822000000786
323,15,3.041310100001283
324,15,2.0496371000008367
325,15,1.971949200000381
326,15,3.03250079999998
327,15,3.6664252000027773
328,15,2.773088199995982
329,15,3.3415895999969507
330,15,4.071102600000813
331,15,2.0641412000022683
332,15,2.3686044000005495
333,15,2.8052856999984215
334,15,3.0783518999978696
335,15,2.394127400004436
