natural_day,block_index,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,cash_cost_yuan,initial_soc_kwh,end_soc_kwh
2025-02-01,0,12886.323676995878,2118.5619407407376,611.2659750000003,0.0,4355.006851455243,9559.716321388889,10787.237651388888
2025-02-01,1,6145.622283333333,14.180387345679467,6329.008316666666,0.0,2335.9384375363334,10787.237651388888,3767.768537037039
2025-02-01,2,1698.8503583333331,5576.4493,977.6502,0.0,663.2329276241665,3767.768537037039,7700.294907037039
2025-02-01,3,4365.273676666666,3462.17146329218,146.08865333333347,0.0,1746.7924257563332,7700.294907037039,10653.928498074074
2025-02-01,4,4712.553436666666,181.02992666666609,5407.007323333333,0.0,3550.911774219666,10653.928498074074,4809.069517259256
2025-02-01,5,17696.05833753333,9903.333895866665,2707.69425,0.0,7060.8691996579055,4809.069517259256,10713.520856872588
2025-02-02,0,15662.089091129224,850.518204297946,654.0761649176928,0.0,7012.524710084055,10713.520856872588,10752.23594638775
2025-02-02,1,18516.869198606997,1628.5590427704067,1276.145176393003,0.0,13786.923762768312,10752.23594638775,10800.0
2025-02-02,2,6225.680364939142,5107.431768333333,7144.853501599999,0.0,4368.868910726046,10800.0,7457.962478611111
2025-02-02,3,10758.99042988061,5452.6366554526785,1408.8019216666662,0.0,7888.188871360284,7457.962478611111,10800.0
2025-02-02,4,15241.076696666665,39.00524279835319,4477.088548333333,0.0,16899.316658132168,10800.0,5860.561887037036
2025-02-02,5,15795.31370185185,4308.290851851852,3542.5290833333333,0.0,9250.31567650568,5860.561887037036,5801.880227777779
2025-02-03,0,21335.81242242798,5572.296943415637,72.7932249999999,0.0,9327.439614967963,5801.880227777779,10736.066115740741
2025-02-03,1,18481.766105833336,1009.6758559670752,760.2969474999983,0.0,14113.890407321167,10736.066115740741,10800.0
2025-02-03,2,5916.365530149996,4937.3462500000005,7233.341283183337,0.0,4155.5816006395635,10800.0,7206.565754796295
2025-02-03,3,10898.771372345678,6088.259293024689,1697.3992066666663,0.0,8316.982644012944,7206.565754796295,10800.0
2025-02-03,4,15121.655884934155,120.15993611110984,4546.76862173251,0.0,17094.321080650585,10800.0,5856.178807241656
2025-02-03,5,15463.103087915844,3676.491262583333,3459.696558000821,0.0,9435.803392835676,5856.178807241656,5320.913656899076
2025-02-04,0,20617.29148194341,5894.458748610079,17.99895833333335,0.0,9146.223575422886,5320.913656899076,10605.927688055557
2025-02-04,1,19327.10796339506,1196.3963445473246,827.7517716666665,0.0,14210.445689123735,10605.927688055557,10762.960207407408
2025-02-04,2,6326.438833333332,4999.345168333333,7672.418716666666,0.0,4657.113074438499,10762.960207407408,6737.461173722224
2025-02-04,3,11058.900396666666,6830.934990864195,2497.9207383333323,0.0,8370.831987735666,6737.461173722224,10109.835178462961
2025-02-04,4,15124.65636245782,213.04063337448792,4363.898670916668,0.0,17113.4619753916,10109.835178462961,5452.795447481481
2025-02-04,5,15397.81813423334,3624.2519905,3474.5491062666597,0.0,9461.462308237338,5452.795447481481,4854.012120857414
2025-02-05,0,20939.64910295678,6223.329719623449,94.90868333333333,0.0,9438.995146584399,4854.012120857414,10349.554775925928
2025-02-05,1,19073.590520375306,755.6040595884781,206.63858660000074,0.0,14446.81217900369,10349.554775925928,10800.0
2025-02-05,2,6577.128689216666,4895.199691666666,7830.153734116666,0.0,5018.601142406551,10800.0,6505.508906814815
2025-02-05,3,12633.494769176954,6749.328395720166,1601.9140166666662,0.0,9609.517415157925,6505.508906814815,10800.0
2025-02-05,4,14791.449516616665,40.37911522633986,4668.577078333334,0.0,16511.56364473839,10800.0,5649.03333888889
2025-02-05,5,15864.667380452673,4220.77314711934,3553.17215,0.0,9064.708587680434,5649.03333888889,5499.760115740742
2025-02-06,0,21135.886239506173,5942.955869341561,43.5783583333332,0.0,9357.255665909599,5499.760115740742,10800.0
2025-02-06,1,18619.3269344,2312.926165349792,1873.4701939333331,0.0,14113.72573011917,10800.0,10800.0
2025-02-06,2,6896.153814327162,5075.846458333333,7104.98190900617,0.0,5109.031842653742,10800.0,7473.837469159811
2025-02-06,3,11866.584698045262,5974.984414925311,1846.1910983333335,0.0,9301.86636834056,7473.837469159811,10800.0
2025-02-06,4,15243.72182,7.494128086419639,4326.646998333333,0.0,17087.263142883832,10800.0,5999.359161574075
2025-02-06,5,15174.53001409465,3522.8433251718106,3728.3256360771607,0.0,8884.628695110023,5999.359161574075,5027.334114142969
2025-02-07,0,17445.044966666665,6413.629716666666,63.41470833333352,0.0,5955.536661336666,5027.334114142969,10729.140072105929
2025-02-07,1,6729.11082821563,185.59530671357822,6113.981013333333,0.0,2477.5687094283044,10729.140072105929,4102.863611111113
2025-02-07,2,0.0,4257.584283333333,1376.3880333333332,0.0,0.0,4102.863611111113,6405.369429074077
2025-02-07,3,1501.0394784333348,4882.922856584357,0.0,0.0,583.6694683038309,6405.369429074077,10800.0
2025-02-07,4,4519.399415,93.69689711934302,5480.657536666667,0.0,3420.873905080833,10800.0,4794.707722222221
2025-02-07,5,16365.35062222222,8864.31663888889,2849.480683333333,0.0,6634.014487457222,4794.707722222221,9606.503049074074
2025-02-08,0,11956.199438516664,2291.0629527366123,1210.171084816662,0.0,4088.5181411736276,9606.503049074074,10323.825167851848
2025-02-08,1,5451.25522,643.1378434979467,7084.793576666666,0.0,2073.531968277167,10323.825167851848,3030.656364037037
2025-02-08,2,0.0,5571.866933333333,617.2230666666668,0.0,0.0,3030.656364037037,7359.53319662963
2025-02-08,3,686.2548633333329,3826.7029643004134,65.47789333333333,0.0,284.4991888708331,7359.53319662963,10730.812649685186
2025-02-08,4,4201.888896522636,38.75284874485618,5658.621185555553,0.0,3132.2833869552983,10730.812649685186,4478.333340716051
