plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,confirmation_count,load_forecast_kw,pv_forecast_kw,release_used,natural_day,block_index
2025-02-11,123,2025-02-11T00:00:00,2025-02-11 20:40:00,2025-02-11 20:50:00,2025-02-04 20:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-11T00:00:00,6405.435918273153,6374.1671507731535,previous_confirmed_final_slot_and_issued_load_pv_forecast,4325.9289,0.0,0.0,0.0,0.0,0.0,0.0,616.9787348236115,104.00941517638842,0.0,1885.5319275817906,1200.0,1.31,1.3405,0.0,0.0,-0.0,697.1231052197434,0.0,697.1231052197434,1,4315.9955,0.0,18,2025-02-11,5
2025-02-11,124,2025-02-11T00:00:00,2025-02-11 20:50:00,2025-02-11 21:00:00,2025-02-04 21:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-11T00:00:00,6405.435918273153,6374.1671507731535,previous_confirmed_final_slot_and_issued_load_pv_forecast,4360.0927,0.0,683.5061833333332,683.5061833333332,0.0,0.0,0.0,0.0,43.17593333333343,0.0,1200.0,1200.0,1.1789,1.1373,777.3515823049999,0.0,-0.0,245.51994490000055,777.3515823049999,1022.8715272050003,1,4306.04245,0.0,18,2025-02-11,5
2025-02-12,103,2025-02-12T00:00:00,2025-02-12 17:20:00,2025-02-12 17:30:00,2025-02-05 17:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-12T00:00:00,3772.494313009259,3784.455676759259,previous_confirmed_final_slot_and_issued_load_pv_forecast,6086.8829,98.3015,976.57636,123.7936793749999,0.0,852.7826806250001,0.0,833.3333333333334,40.96988729166662,0.0,8911.903022152774,7985.977096226848,1.095,1.1389,1112.222816404,0.0,-485.61709748190634,233.30302318239558,626.6057189220937,859.9087421044893,1,6081.0375,62.80512,12,2025-02-12,4
2025-02-12,106,2025-02-12T00:00:00,2025-02-12 17:50:00,2025-02-12 18:00:00,2025-02-05 18:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-12T00:00:00,3772.494313009259,3784.455676759259,previous_confirmed_final_slot_and_issued_load_pv_forecast,5410.929,3.0148,894.9189183333334,50.37567027777766,0.0,844.5432480555558,0.0,833.3333333333334,17.610029722222293,0.0,7352.112613867279,6426.186687941353,1.1388,1.1526,1031.4835452710001,0.0,-486.7102738544168,101.48660128916707,544.7732714165834,646.2598727057505,1,5534.1111,1.5942599999999998,12,2025-02-12,4
2025-02-12,123,2025-02-12T00:00:00,2025-02-12 20:40:00,2025-02-12 20:50:00,2025-02-05 20:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-12T00:00:00,3772.494313009259,3784.455676759259,previous_confirmed_final_slot_and_issued_load_pv_forecast,4308.898,0.0,0.0,0.0,0.0,0.0,0.0,691.7934231833323,26.356243483334424,0.0,1968.6593590925913,1200.0,1.3101,1.2859,0.0,0.0,-0.0,169.45746747609869,0.0,169.45746747609869,1,4247.483,0.0,18,2025-02-12,5
2025-02-12,127,2025-02-12T00:00:00,2025-02-12 21:20:00,2025-02-12 21:30:00,2025-02-05 21:30:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-12T00:00:00,3772.494313009259,3784.455676759259,previous_confirmed_final_slot_and_issued_load_pv_forecast,4335.303,0.0,711.1141666666665,712.4252856249999,1.3111189583333953,0.0,0.0,9.512693999999897,0.6125203750001447,0.0,1210.5696599999999,1200.0,0.9262,0.9086,646.1183318333332,1.7869240283125845,-0.0,2.7826800636256572,647.9052558616457,650.6879359252714,1,4268.4985,0.0,18,2025-02-12,5
2025-02-12,128,2025-02-12T00:00:00,2025-02-12 21:30:00,2025-02-12 21:40:00,2025-02-05 21:40:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-12T00:00:00,3772.494313009259,3784.455676759259,previous_confirmed_final_slot_and_issued_load_pv_forecast,4544.56,0.0,749.0591666666666,749.0591666666666,0.0,0.0,0.0,0.0,8.367500000000177,0.0,1200.0,1200.0,0.9375,0.9358,700.9695681666666,0.0,-0.0,39.15153250000083,700.9695681666666,740.1211006666674,1,4457.055,0.0,18,2025-02-12,5
2025-02-12,129,2025-02-12T00:00:00,2025-02-12 21:40:00,2025-02-12 21:50:00,2025-02-05 21:50:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-12T00:00:00,3772.494313009259,3784.455676759259,previous_confirmed_final_slot_and_issued_load_pv_forecast,4655.1476,0.0,730.7487040833338,745.2350516395833,14.486347556249484,0.0,0.0,0.0,30.62288169375006,0.0,1200.0,1200.0,0.9549,1.0014,731.7717522690505,21.75994266424235,-0.0,153.32876864060657,753.5316949332928,906.8604635738993,1,4612.11225,0.0,18,2025-02-12,5
2025-02-13,101,2025-02-13T00:00:00,2025-02-13 17:00:00,2025-02-13 17:10:00,2025-02-06 17:10:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-13T00:00:00,6396.3647183773155,6421.685574858797,previous_confirmed_final_slot_and_issued_load_pv_forecast,6162.44,695.8125,883.3608057500006,73.39584812499982,0.0,809.9649576250008,0.0,833.3333333333334,4.37540187500008,0.0,10800.0,9874.074074074075,1.131,1.0952,967.4567544574006,0.0,-443.53681079545044,23.959700667500435,523.9199436619501,547.8796443294506,1,6197.675,545.1675,12,2025-02-13,4
2025-02-13,106,2025-02-13T00:00:00,2025-02-13 17:50:00,2025-02-13 18:00:00,2025-02-06 18:00:00,PRICE-LAG7-COMPLETED,nocvar_g0.05,Q2V2-SW2-REC5,A,A,B,2025-02-13T00:00:00,6396.3647183773155,6421.685574858797,previous_confirmed_final_slot_and_issued_load_pv_forecast,5454.3484,4.2292,883.3786703909473,65.02565361111101,0.0,818.3530167798363,0.0,833.3333333333334,9.99421305555552,0.0,9197.03237690969,8271.106450983765,1.1768,1.1557,1020.9207293708178,0.0,-472.88529074622835,57.75156014152756,548.0354386245895,605.786998766117,1,5579.91795,2.0606,12,2025-02-13,4
