natural_day,block_index,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,cash_cost_yuan,initial_soc_kwh,end_soc_kwh
2025-03-20,0,18843.562607757205,4924.457253195795,209.23277877192265,0.0,8462.417904408265,4861.845717648144,9061.376380222222
2025-03-20,1,11072.200050866666,2526.238633333333,5327.502632466667,0.0,5585.34751728014,9061.376380222222,5415.543780814817
2025-03-20,2,1492.8715180762565,2883.70355140959,3265.5568,0.0,806.754676130507,5415.543780814817,4382.480532639003
2025-03-20,3,4592.918343395063,5401.486943395062,365.3934499999991,0.0,2800.0638093927228,4382.480532639003,8837.826059472332
2025-03-20,4,10537.171734676956,112.1018675102871,6964.84596620843,258.51499995823343,12633.655897132685,8837.826059472332,1200.0
2025-03-20,5,19444.910400424895,5839.274736008229,94.3248768333331,1610.0299837500002,22601.363126412944,1200.0,6350.541843703703
2025-06-21,0,6662.521463599998,898.8653976842943,6182.7327730666675,0.0,2583.0840608075796,10128.548690084135,4067.8244668148163
2025-06-21,1,4496.088196666666,1016.0637249999999,2801.090095,0.0,1435.5098743646665,4067.8244668148163,1869.959491537038
2025-06-21,2,0.0,9922.267231625516,0.0,0.0,0.0,1869.959491537038,10800.0
2025-06-21,3,462.9310066666693,0.0,0.0,0.0,232.64231152266706,10800.0,10800.0
2025-06-21,4,7023.104980316668,181.30114999999978,3353.605406666665,0.0,6316.831984688518,10800.0,7236.942805370373
2025-06-21,5,16310.460003333334,5971.583203333334,3017.4999166666666,0.0,8821.278861200333,7236.942805370373,9258.590003185189
2025-09-23,0,21744.754432255235,7719.934640588567,64.26752499999975,0.0,9467.889958078487,2911.8606991666675,9788.393514585272
2025-09-23,1,9007.085353691264,1740.2947283333335,6760.502724642069,0.0,4084.244348027199,9788.393514585272,3842.98907603853
2025-09-23,2,1694.4723715415582,3824.79945487489,2382.079135101344,5.861164898655625,878.2822207895053,3842.98907603853,4638.553990868883
2025-09-23,3,3513.5885589287964,6128.345790595464,501.89048166666703,0.0,2078.3868596783163,4638.553990868883,9596.409111664061
2025-09-23,4,12624.299205960082,121.66336833333298,6556.6241457065835,0.0,14248.70579317688,9596.409111664061,2420.768203490082
2025-09-23,5,14817.941565609051,437.5511396090535,1195.5746915577408,1341.5513991089265,20167.52637791724,2420.768203490082,1486.1479051851852
2025-12-21,0,15857.172441399181,299.1232837860156,171.82066131687338,0.0,7223.075639687061,10595.45150755555,10673.750617055326
2025-12-21,1,19437.386706198162,2008.760020722689,1513.4711721351705,0.0,15119.795306665672,10673.750617055326,10800.0
2025-12-21,2,10872.576334999998,5567.267266666665,7160.590336666665,0.0,10067.32887483283,10800.0,7854.329054814816
2025-12-21,3,15419.737036193415,6026.472223045266,2230.3386499999997,0.0,13007.959499783696,7854.329054814816,10800.0
2025-12-21,4,16363.764466433331,95.39091088477024,4411.122510233334,0.0,18482.313971750464,10800.0,5984.6045862037
2025-12-21,5,18384.223916666666,6714.173049999999,3697.5281999999997,0.0,10569.445889145833,5984.6045862037,7918.995664537033
