plan_day,cash_cost_yuan,ordinary_cost_yuan,emergency_cost_yuan,emergency_kwh,unused_supply_kwh,end_soc_kwh
2025-02-01,19584.364681679646,19584.364681679646,0.0,0.0,8206.356973950615,10763.422721872588
2025-02-02,59207.04643664654,59207.04643664654,0.0,0.0,4971.347497147287,5795.003375925927
2025-02-03,62432.442810927896,62432.442810927896,0.0,0.0,3367.450871255151,5331.946156899076
2025-02-04,63149.03978822314,63149.03978822314,0.0,0.0,2714.2576413168754,5228.991917666665
2025-02-05,63924.81240136464,63924.81240136464,0.0,0.0,4204.266448900612,5498.736041666668
2025-02-06,63985.39862335026,63985.39862335026,0.0,0.0,4608.345969848352,5777.334114142969
2025-02-07,19084.721199106858,19084.721199106858,0.0,0.0,5930.012752898353,10356.503049074074
2025-02-08,16047.27996970687,16047.27996970687,0.0,0.0,3311.254057798354,10158.339259740285
2025-02-09,59833.55633154449,57536.253241728504,2297.3030898159877,347.4822044364699,814.2009641152263,6464.044990740739
2025-02-10,60162.80876077633,60162.80876077633,0.0,0.0,6758.5628554630775,8177.350750629633
2025-02-11,56895.745411882606,56895.745411882606,0.0,0.0,4713.776233086409,4851.8153524259205
2025-02-12,59363.68437655159,59363.68437655159,0.0,0.0,3000.8430339711904,8521.125790592598
2025-02-13,57677.95326166107,57677.95326166107,0.0,0.0,7271.748789876546,9688.386625356487
2025-02-14,15524.504529704302,15524.504529704302,0.0,0.0,3244.8686436213875,10086.8349045
2025-02-15,16113.457472483304,15232.702083284545,880.7553891987607,203.9077100000021,3031.910016687246,9835.08808953704
2025-02-16,57295.36594869728,52560.52705866489,4734.8388900323935,768.4660755659933,26.265568333333476,6988.054828796296
2025-02-17,54125.6835171999,54125.6835171999,0.0,0.0,4486.223908888878,7397.918388767719
2025-02-18,51544.66996590139,51544.66996590139,0.0,0.0,2841.163609094658,5082.641529333332
2025-02-19,63288.94400194238,49912.20250035891,13376.74150158347,2312.387408566664,812.8803233333323,5318.367927222222
2025-02-20,52743.77095242818,51208.646069713235,1535.1248827149475,300.0497112333361,1697.294500884769,5593.562652037036
2025-02-21,16861.822338805665,16340.083082925235,521.7392558804294,112.99455809999914,5265.782614999997,10138.719884185191
2025-02-22,16341.729300623521,14513.525998295721,1828.2033023278009,368.72151493333354,3137.167266666664,9891.415156851852
2025-02-23,49652.18922717619,49095.51052831119,556.6786988649992,113.01074990000308,510.46037534979246,6619.463921987658
2025-02-24,51375.0722365563,51243.495645604635,131.57659095166653,25.751363333333302,5272.8981413713955,5970.25689109259
2025-02-25,49158.557688544846,49035.528442294846,123.02924625000041,23.785000000000082,5200.489814917683,6962.443560592596
2025-02-26,47363.9704027729,47363.9704027729,0.0,0.0,383.87815053498514,5032.619218078748
2025-02-27,52445.74760541262,48166.612109438756,4279.135495973857,810.163813539771,1641.795970223469,9629.087030987856
2025-02-28,13853.834060351817,13853.834060351817,0.0,0.0,6636.503039444447,9982.669966629857
2025-03-01,14626.855813422368,13979.70742133345,647.148392088916,135.14630685000543,6518.996871275726,10058.444560092594
2025-03-02,70126.39336162702,46330.27003070192,23796.123330925097,3815.648809807819,1001.0810881069922,7004.725612499999
2025-03-03,52662.79048942655,50061.68199457137,2601.1084948551807,438.8916731666675,274.5973660105252,6174.195048703704
2025-03-04,52851.73358914501,52851.73358914501,0.0,0.0,5583.623326502071,5967.200117546025
2025-03-05,52037.343742528494,52037.343742528494,0.0,0.0,8621.352003505963,7783.808814830363
2025-03-06,49696.436020798465,49696.436020798465,0.0,0.0,5086.343069094434,9928.362383870382
2025-03-07,13561.590386100957,13561.590386100957,0.0,0.0,8782.523265905349,10407.031889537031
2025-03-08,13089.944759067337,13089.944759067337,0.0,0.0,9663.323962595674,10288.669751833331
2025-03-09,45393.929702283654,45393.929702283654,0.0,0.0,5355.159288499876,7830.5200645668365
2025-03-10,47369.31095373936,47369.31095373936,0.0,0.0,30.522653880047528,7131.020203526478
2025-03-11,49534.31037820015,49534.31037820015,0.0,0.0,5246.9135544856035,10018.905225129629
2025-03-12,44809.32385873819,44809.32385873819,0.0,0.0,6795.09321320677,6431.827650199809
2025-03-13,61387.730030140636,43898.6760358482,17489.053994292437,2747.4981189567875,256.7295745267509,6255.947497685183
2025-03-14,13762.762694828676,13762.762694828676,0.0,0.0,11210.587582658844,10559.57051198148
2025-03-15,13534.701963487754,12632.114135034568,902.5878284531868,294.79151938806535,6860.835829787327,9854.720981721668
2025-03-16,42998.260159267025,42990.17905926703,8.081100000000493,1.6400000000001,1582.100019414511,8092.937520232224
2025-03-17,41527.544604115516,41527.544604115516,0.0,0.0,7641.498009238694,5039.247402935076
2025-03-18,45594.395860506665,44309.17701815798,1285.2188423486912,268.7047394499999,2709.932789711928,9489.955278240748
2025-03-19,39028.56341129589,39028.56341129589,0.0,0.0,2721.738449245889,5585.300217648144
2025-03-20,52614.51351992393,40867.58764155778,11746.925878366152,1868.5449837082335,14.55967499999997,7091.200593703703
2025-03-21,13994.516552015608,13054.041433392236,940.4751186233726,315.9503865833326,14534.266206134154,10209.486460462962
2025-03-22,12320.844491071612,12320.844491071612,0.0,0.0,10338.083629279827,10491.58302095445
2025-03-23,38534.05046452973,38534.05046452973,0.0,0.0,2661.113428842595,6534.458547129626
2025-03-24,41097.27680141086,41097.27680141086,0.0,0.0,4094.3634276625517,7145.811573416941
2025-03-25,44546.14275512669,39304.408663276896,5241.734091849794,934.8625226083338,197.49715833333255,6753.124426481482
2025-03-26,37935.514682920344,37935.514682920344,0.0,0.0,1731.906761676961,7355.077049351853
2025-03-27,39602.052250820234,39602.052250820234,0.0,0.0,1882.1515724897054,7866.112504851858
2025-03-28,13073.317124058789,12378.916788848795,694.4003352099928,228.89545508333086,14758.714472263377,10508.674456666668
2025-03-29,11697.121402061082,11697.121402061082,0.0,0.0,18191.113938580245,10389.633602500006
2025-03-30,36712.46264172929,36712.46264172929,0.0,0.0,3505.5983991563767,8191.159460798658
2025-03-31,39414.77439919606,35635.98406366983,3778.790335526234,580.568726019543,244.2039134156392,5607.5506350000005
2025-04-01,60683.45826478684,36127.338824433216,24556.119440353617,3840.5557134311634,1.985833333333403,3732.4796770499993
2025-04-02,69622.13415271537,37914.24014191642,31707.894010798947,5242.58031298848,7.58896666666692,8355.524066296297
2025-04-03,39585.50602727633,38764.083538467145,821.4224888091885,156.62562166667075,5164.9031329835425,7382.734704617077
2025-04-04,12405.733719309625,12405.733719309625,0.0,0.0,19208.832037491746,10800.0
2025-04-05,11433.008413589416,11433.008413589416,0.0,0.0,13584.674364053295,10143.509353407408
2025-04-06,38683.14594325316,38683.14594325316,0.0,0.0,5632.729137562754,9227.33129789223
2025-04-07,35733.24057178939,35733.24057178939,0.0,0.0,3735.238721584372,6783.88291537037
2025-04-08,39638.62491217653,35163.13112510831,4475.49378706822,800.111195249998,177.83097598765744,6877.275608333333
2025-04-09,53395.14914923416,36682.48684629012,16712.662302944045,2599.5718604039052,134.2482166666664,7691.560487962964
2025-04-10,37171.23039091193,36679.10515427996,492.1252366319641,78.05825290849725,5490.272491080251,5121.521975555555
2025-04-11,12911.58598386936,12911.58598386936,0.0,0.0,19790.49019393004,10615.670204981478
2025-04-12,11148.634249214138,11148.634249214138,0.0,0.0,15989.952570395717,10556.98362738889
2025-04-13,35205.90422310201,34849.7114994559,356.1927236461016,56.09629124999867,1921.3995029238367,7251.022573425927
2025-04-14,34379.37320294879,34266.25909683514,113.11410611364428,22.936267734229787,2075.649006207987,5363.7661455992275
2025-04-15,36086.83038143514,36086.83038143514,0.0,0.0,4273.459092394956,8828.731303968903
2025-04-16,36892.814844248394,35115.92162602016,1776.8932182282394,278.65809863293157,1380.462620658435,5613.571859999998
2025-04-17,37445.64110252573,37445.64110252573,0.0,0.0,5036.201765015291,8047.654038759261
2025-04-18,11336.840221839746,11336.840221839746,0.0,0.0,17745.962745095345,10800.0
2025-04-19,10144.034964691255,10144.034964691255,0.0,0.0,16648.692150618113,9854.605403408328
2025-04-20,34057.42110835692,32668.73700734884,1388.6841010080766,273.3848370666686,1327.0896580041358,6535.482862055551
2025-04-21,33247.72831021725,33247.72831021725,0.0,0.0,4093.1895930706733,6342.553534999998
2025-04-22,35233.2122280045,35233.2122280045,0.0,0.0,125.35975137554803,8840.860317743482
2025-04-23,33747.85316501554,33747.85316501554,0.0,0.0,1746.3483586728348,7865.635024222228
2025-04-24,33748.687752642276,33748.687752642276,0.0,0.0,8472.76519496117,5750.844526895294
2025-04-25,11551.886939712975,11551.886939712975,0.0,0.0,21412.700785658435,10454.106597500002
2025-04-26,11490.120266447318,10233.373536946394,1256.746729500926,308.9732609578157,23131.87239424173,10331.5498137037
2025-04-27,35542.10921360768,28408.801014605648,7133.308199002034,1098.7519541499973,576.9531803909438,4880.748017685185
2025-04-28,69736.04278440392,33004.63658513357,36731.40619927036,5812.363749699999,55.609510000000114,5791.0044375
2025-04-29,32593.42838111949,32593.42838111949,0.0,0.0,5197.76384099213,4077.1072462468524
2025-04-30,37474.114314354345,37474.114314354345,0.0,0.0,9380.5673268107,8238.546252185182
2025-05-01,45714.49370452764,32955.836230269,12758.657474258638,2038.7118979499983,4152.9766075102825,4871.3256787037035
2025-05-02,25551.948749487357,12394.846371356061,13157.102378131296,2704.459601283338,11866.552683333332,9505.558764351857
2025-05-03,12076.946922723184,11939.300979663187,137.64594305999833,39.11507333333286,16613.916057139915,8396.35724388889
2025-05-04,39217.93151481074,39178.10576986075,39.825744950000555,5.9969500000000835,8740.091005514394,6945.337228574073
2025-05-05,45344.40830719847,36033.791625379214,9310.616681819261,1391.7371142000093,17.45382500000005,6907.341695555555
2025-05-06,40296.68123608657,36610.89181518577,3685.7894209008005,702.3511352333305,640.5798719958829,7888.24891861111
2025-05-07,42935.49839730468,39339.395555548785,3596.1028417558955,617.9800033166661,5980.668884807187,7898.608592776853
2025-05-08,39693.997157315614,35328.077259255944,4365.919898059674,685.2585970499961,56.34192506173196,3470.2133501851854
