natural_day,block_index,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,cash_cost_yuan,initial_soc_kwh,end_soc_kwh
2025-02-01,0,12884.665010329212,2118.5619407407376,611.2659750000003,0.0,4354.502450921909,9559.716321388889,10787.237651388888
2025-02-01,1,6145.622283333333,14.180387345679467,6329.008316666666,0.0,2335.9384375363334,10787.237651388888,3767.768537037039
2025-02-01,2,1698.8503583333331,5576.4493,977.6502,0.0,663.2329276241665,3767.768537037039,7700.294907037039
2025-02-01,3,4365.273676666666,3462.1714632921803,146.08865333333347,0.0,1746.7924257563332,7700.294907037039,10653.928498074074
2025-02-01,4,4712.553436666666,181.02992666666609,5407.007323333333,0.0,3550.911774219666,10653.928498074074,4809.069517259256
2025-02-01,5,17696.05833753333,9903.333895866665,2707.69425,0.0,7060.8691996579055,4809.069517259256,10713.520856872588
2025-02-02,0,15638.71430779589,850.518204297946,654.0761649176928,0.0,7002.557702470722,10713.520856872588,10752.23594638775
2025-02-02,1,18516.869198606997,1628.5590427704067,1276.145176393003,0.0,13786.923762768312,10752.23594638775,10800.0
2025-02-02,2,6225.680364939142,5107.431768333334,7144.853501599999,0.0,4368.868910726046,10800.0,7457.962478611111
2025-02-02,3,10758.99042988061,5452.6366554526785,1408.8019216666662,0.0,7888.188871360284,7457.962478611111,10800.0
2025-02-02,4,15241.076696666665,39.00524279835319,4477.088548333333,0.0,16899.316658132168,10800.0,5860.561887037036
2025-02-02,5,15795.31370185185,4308.290851851852,3542.5290833333333,0.0,9250.31567650568,5860.561887037036,5801.880227777779
2025-02-03,0,21303.350128189297,5572.296943415637,72.7932249999999,0.0,9313.036095014259,5801.880227777779,10736.066115740741
2025-02-03,1,18481.766105833336,1009.6758559670752,760.2969474999983,0.0,14113.890407321167,10736.066115740741,10800.0
2025-02-03,2,5916.365530149996,4937.3462500000005,7233.341283183337,0.0,4155.5816006395635,10800.0,7206.565754796295
2025-02-03,3,10898.771372345678,6088.259293024689,1697.3992066666663,0.0,8316.982644012944,7206.565754796295,10800.0
2025-02-03,4,15121.655884934155,120.15993611110984,4546.76862173251,0.0,17094.321080650585,10800.0,5856.178807241656
2025-02-03,5,15463.103087915844,3676.491262583333,3459.696558000821,0.0,9435.803392835676,5856.178807241656,5320.913656899076
2025-02-04,0,20606.71158194341,5883.87884861008,17.99895833333335,0.0,9141.640362742886,5320.913656899076,10596.405778055558
2025-02-04,1,19327.10796339506,1206.9762445473239,827.7517716666665,0.0,14210.445689123735,10596.405778055558,10762.960207407408
2025-02-04,2,6326.438833333332,4999.345168333333,7672.418716666666,0.0,4657.113074438499,10762.960207407408,6737.461173722224
2025-02-04,3,11058.900396666666,6830.934990864195,2497.9207383333323,0.0,8370.831987735666,6737.461173722224,10109.835178462961
2025-02-04,4,15124.65636245782,213.04063337448792,4363.898670916668,0.0,17113.4619753916,10109.835178462961,5452.795447481481
2025-02-04,5,15397.81813423334,3624.2519905,3474.5491062666597,0.0,9461.462308237338,5452.795447481481,4854.012120857414
2025-02-05,0,20922.277723790114,6205.958340456783,94.90868333333333,0.0,9430.351148311067,4854.012120857414,10333.920534675928
2025-02-05,1,19073.590520375306,772.9754387551445,206.63858660000074,0.0,14446.81217900369,10333.920534675928,10800.0
2025-02-05,2,6577.128689216666,4895.199691666667,7830.153734116666,0.0,5018.601142406551,10800.0,6505.508906814815
2025-02-05,3,12633.494769176954,6749.328395720167,1601.9140166666662,0.0,9609.517415157925,6505.508906814815,10800.0
2025-02-05,4,14791.449516616665,40.37911522633986,4668.577078333334,0.0,16511.56364473839,10800.0,5649.03333888889
2025-02-05,5,15864.667380452673,4220.77314711934,3553.17215,0.0,9064.708587680434,5649.03333888889,5499.760115740742
2025-02-06,0,21120.18616748971,5942.955869341562,43.5783583333332,0.0,9350.306814035112,5499.760115740742,10800.0
2025-02-06,1,18619.3269344,2312.9261653497924,1873.4701939333331,0.0,14113.72573011917,10800.0,10800.0
2025-02-06,2,6899.1368280102915,5075.846458333333,7101.99889532304,0.0,5112.491840224804,10800.0,7477.1519288077325
2025-02-06,3,11866.584698045262,5971.301681983176,1846.1910983333335,0.0,9301.86636834056,7477.1519288077325,10800.0
2025-02-06,4,15243.72182,7.494128086419639,4326.646998333333,0.0,17087.263142883832,10800.0,5999.359161574075
