plan_day,issue_time,interval_start,interval_end,time_index,forecast_arm,forecast_model_id,load_forecast_kw,pv_forecast_kw,load_actual_kw,pv_actual_kw,planned_grid_kwh,charge_kwh,discharge_kwh,commanded_charge_kwh,commanded_discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_yuan_per_kwh,plan_cost_yuan,emergency_cost_yuan
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:10:00,2025-02-01T00:20:00,0,B0,Q2V2-SW2-REC5,2711.6897,0.0,2532.1822,0.0,1300.2621166666665,833.3333333333333,0.0,833.3333333333333,0.0,0.0,44.89841666666666,4122.670960618413,4872.670960618413,0.4248,552.3513471599999,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:20:00,2025-02-01T00:30:00,1,B0,Q2V2-SW2-REC5,2684.02125,0.0,2492.4439,0.0,1309.2617916666663,487.4362254377532,0.0,487.4362254377532,0.0,0.0,406.41824956224644,4872.670960618413,5311.363563512391,0.4245,555.7816305624998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:30:00,2025-02-01T00:40:00,2,B0,Q2V2-SW2-REC5,2664.3900000000003,0.0,2464.3,0.0,1274.3544833333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,30.304483333333337,5311.363563512391,6061.363563512391,0.4269,544.021928935,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:40:00,2025-02-01T00:50:00,3,B0,Q2V2-SW2-REC5,2779.6059,0.0,2581.7688,0.0,1305.96555,833.3333333333333,0.0,833.3333333333333,0.0,0.0,42.33741666666674,6061.363563512391,6811.363563512391,0.4272,557.90848296,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T00:50:00,2025-02-01T01:00:00,4,B0,Q2V2-SW2-REC5,2921.06115,0.0,2546.4635,0.0,1327.4660583333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,69.72214166666663,6811.363563512391,7561.363563512391,0.4271,566.9607535141665,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:00:00,2025-02-01T01:10:00,5,B0,Q2V2-SW2-REC5,2966.3,0.0,2436.31,0.0,1382.2449833333333,833.3333333333333,0.0,833.3333333333333,0.0,0.0,142.8599833333334,7561.363563512391,8311.36356351239,0.4285,592.2919753583333,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:10:00,2025-02-01T01:20:00,6,B0,Q2V2-SW2-REC5,2874.6354499999998,0.0,2620.5011,0.0,497.89334166666663,17.571474130900015,0.0,17.571474130900015,0.0,0.0,43.57168420243329,8311.36356351239,8327.1778902302,0.4311,214.64181959249998,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:20:00,2025-02-01T01:30:00,7,B0,Q2V2-SW2-REC5,2746.75935,0.0,2710.7861,0.0,450.2727499999999,0.0,0.0,0.8475199450251125,0.0,1.5249333333333652,0.0,8327.1778902302,8327.1778902302,0.4302,193.70733704999998,3.2801316000000686
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:30:00,2025-02-01T01:40:00,8,B0,Q2V2-SW2-REC5,2713.0950000000003,0.0,2676.48,0.0,1312.5777833333332,833.3333333333333,0.0,833.3333333333333,0.0,0.0,33.16444999999999,8327.1778902302,9077.1778902302,0.4279,561.6520334883332,0.0
2025-02-01,2025-02-01T00:00:00,2025-02-01T01:40:00,2025-02-01T01:50:00,9,B0,Q2V2-SW2-REC5,2845.35345,0.0,2830.598,0.0,473.56699166666664,1.800658333333331,0.0,14.223631261962282,0.0,0.0,0.0,9077.1778902302,9078.798482730199,0.4312,204.20208680666667,0.0
