plan_day,time_index,issue_time,interval_start,interval_end,price_source_completed_at,price_model_id,selected_candidate,forecast_model_id,time_mapping,battery_interpretation,settlement_rule,residual_history_cutoff,planned_initial_energy_kwh,executed_initial_energy_kwh,planned_initial_source,load_actual_kw,pv_actual_kw,planned_grid_kwh,final_grid_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_supply_kwh,actual_soc_before_kwh,actual_soc_after_kwh,price_forecast_yuan_per_kwh,price_actual_yuan_per_kwh,base_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,ordinary_cost_yuan,cash_cost_yuan,confirmation_count,load_forecast_kw,pv_forecast_kw,release_used,natural_day,block_index
2025-01-01,35,2025-01-01T00:00:00,2025-01-01 06:00:00,2025-01-01 06:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5369.38,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,61.563333333333276,0.0,7660.4603887037,6734.534462777774,0.9099,1.0693,0.0,0.0,-0.0,329.14836166666635,0.0,329.14836166666635,1,4398.0727,388.5494,6,2025-01-01,1
2025-01-01,36,2025-01-01T00:00:00,2025-01-01 06:10:00,2025-01-01 06:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5440.8991,0.4169,0.0,0.0,0.0,0.0,0.0,833.3333333333334,73.41369999999984,0.0,6734.534462777774,5808.608536851848,0.9368,1.0696,0.0,0.0,-0.0,392.61646759999917,0.0,392.61646759999917,1,4454.0123,521.2803,6,2025-01-01,1
2025-01-01,37,2025-01-01T00:00:00,2025-01-01 06:20:00,2025-01-01 06:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5316.893,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,52.81549999999993,0.0,5808.608536851848,4882.682610925922,0.8758,0.9974,0.0,0.0,-0.0,263.39089849999965,0.0,263.39089849999965,1,4371.7919,672.7677,6,2025-01-01,1
2025-01-01,38,2025-01-01T00:00:00,2025-01-01 06:30:00,2025-01-01 06:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5399.82,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,66.63666666666654,0.0,4882.682610925922,3956.7566849999957,0.8759,1.0451,0.0,0.0,-0.0,348.209901666666,0.0,348.209901666666,1,4392.953,844.2261,6,2025-01-01,1
2025-01-01,39,2025-01-01T00:00:00,2025-01-01 06:40:00,2025-01-01 06:50:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5447.4007,5.8062,0.0,0.0,0.0,0.0,0.0,833.3333333333334,73.59908333333328,0.0,3956.7566849999957,3030.8307590740696,0.8601,1.0684,0.0,0.0,-0.0,393.1663031666664,0.0,393.1663031666664,1,4384.5956,1039.6744,6,2025-01-01,1
2025-01-01,40,2025-01-01T00:00:00,2025-01-01 06:50:00,2025-01-01 07:00:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5444.401,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333334,74.0668333333332,0.0,3030.8307590740696,2104.9048331481436,0.8442,1.0267,0.0,0.0,-0.0,380.22208891666594,0.0,380.22208891666594,1,4434.7757,1259.3375,6,2025-01-01,1
2025-01-01,41,2025-01-01T00:00:00,2025-01-01 07:00:00,2025-01-01 07:10:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5433.63,3.075,0.0,0.0,0.0,0.0,0.0,814.4143498333292,90.67815016667078,0.0,2104.9048331481436,1200.0,0.8334,0.9814,0.0,0.0,-0.0,444.9576828678535,0.0,444.9576828678535,1,4523.4561,1508.6318,6,2025-01-01,1
2025-01-01,42,2025-01-01T00:00:00,2025-01-01 07:10:00,2025-01-01 07:20:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5449.2818,175.7953,0.0,0.0,0.0,0.0,0.0,0.0,878.9144166666666,0.0,1200.0,1200.0,0.8092,1.0187,0.0,0.0,-0.0,4476.750581291666,0.0,4476.750581291666,1,4524.0721,1791.4107,6,2025-01-01,1
2025-01-01,43,2025-01-01T00:00:00,2025-01-01 07:20:00,2025-01-01 07:30:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5510.0042,421.496,0.0,0.0,0.0,0.0,0.0,0.0,848.0847,0.0,1200.0,1200.0,0.7972,1.0362,0.0,0.0,-0.0,4393.9268307,0.0,4393.9268307,1,4545.8867,2085.4865,6,2025-01-01,1
2025-01-01,44,2025-01-01T00:00:00,2025-01-01 07:30:00,2025-01-01 07:40:00,2024-12-31,ATTACHMENT1-DECLARED-PRIOR,cvar_t0.90_r0.05_g0.00,Q2V2-SW2-REC5,A,A,B,2025-01-01T00:00:00,6000.0,6000.0,previous_confirmed_final_slot_and_issued_load_pv_forecast,5476.0,677.1,0.0,0.0,0.0,0.0,0.0,0.0,799.8166666666666,0.0,1200.0,1200.0,0.7644,0.967,0.0,0.0,-0.0,3867.113583333333,0.0,3867.113583333333,1,4523.2418,2381.2611,6,2025-01-01,1
