date,block_index,time_period,charge_kwh,discharge_kwh,soc_0000_kwh,soc_2400_kwh
2025-02-01,0,0:00-4:00,7260.835683333333,1.5249333333333652,3668.3243752037038,4231.764483475305
2025-02-01,1,4:00-8:00,665.1309779629642,6329.008316666666,3668.3243752037038,4231.764483475305
2025-02-01,2,8:00-12:00,4904.42549,977.6502,3668.3243752037038,4231.764483475305
2025-02-01,3,12:00-16:00,4116.1405799588465,165.63499711933957,3668.3243752037038,4231.764483475305
2025-02-01,4,16:00-20:00,127.01695999999976,5411.538570102881,3668.3243752037038,4231.764483475305
2025-02-01,5,20:00-24:00,2743.021345836758,2658.969425377779,3668.3243752037038,4231.764483475305
2025-02-02,0,0:00-4:00,6853.045352002742,14.06916666666666,4231.764483475305,5134.961927151806
2025-02-02,1,4:00-8:00,1419.1237712963002,774.9758583333328,4231.764483475305,5134.961927151806
2025-02-02,2,8:00-12:00,5118.449728333333,7104.348051666666,4231.764483475305,5134.961927151806
2025-02-02,3,12:00-16:00,5328.459288127575,1357.6482516666665,4231.764483475305,5134.961927151806
2025-02-02,4,16:00-20:00,35.36134979423865,4647.593649396707,4231.764483475305,5134.961927151806
2025-02-02,5,20:00-24:00,3782.6045333333327,3543.492981499999,4231.764483475305,5134.961927151806
2025-02-03,0,0:00-4:00,6033.61748781486,0.0,5134.961927151806,5101.509134777778
2025-02-03,1,4:00-8:00,1317.70959106996,856.0406683333326,5134.961927151806,5101.509134777778
2025-02-03,2,8:00-12:00,4937.3462500000005,7267.815866666666,5134.961927151806,5101.509134777778
2025-02-03,3,12:00-16:00,6177.418311728389,1735.1434283333333,5134.961927151806,5101.509134777778
2025-02-03,4,16:00-20:00,132.0713716666662,4607.578951474113,5134.961927151806,5101.509134777778
2025-02-03,5,20:00-24:00,3664.454261625514,3596.248590192553,5134.961927151806,5101.509134777778
2025-02-04,0,0:00-4:00,5868.46036024691,0.0,5101.509134777778,4755.313488240755
2025-02-04,1,4:00-8:00,1243.2875270576137,665.2098233499977,5101.509134777778,4755.313488240755
