date,start,end,time_period,emergency_kwh,duration_minutes
2025-10-08 00:00:00,2025-10-08 20:40:00,2025-10-08 21:10:00,20:40-21:10,178.5240489416658,30.0
2025-10-10 00:00:00,2025-10-10 07:30:00,2025-10-10 07:50:00,07:30-07:50,87.51842413888899,20.0
2025-10-12 00:00:00,2025-10-12 06:10:00,2025-10-12 06:20:00,06:10-06:20,20.929933333333338,10.0
2025-10-12 00:00:00,2025-10-12 20:40:00,2025-10-12 20:50:00,20:40-20:50,143.19667197222293,10.0
2025-10-13 00:00:00,2025-10-13 20:40:00,2025-10-13 20:50:00,20:40-20:50,2.027268058334812,10.0
2025-10-13 00:00:00,2025-10-13 21:00:00,2025-10-13 21:30:00,21:00-21:30,66.14168612500028,30.0
2025-10-13 00:00:00,2025-10-13 21:50:00,2025-10-13 22:00:00,21:50-22:00,6.682625508333535,10.0
2025-10-14 00:00:00,2025-10-14 09:40:00,2025-10-14 09:50:00,09:40-09:50,41.226693830557494,10.0
2025-10-15 00:00:00,2025-10-15 20:40:00,2025-10-15 22:00:00,20:40-22:00,696.1991720015424,80.0
2025-10-16 00:00:00,2025-10-16 20:40:00,2025-10-16 21:30:00,20:40-21:30,433.33765312499776,50.0
2025-10-16 00:00:00,2025-10-16 21:40:00,2025-10-16 22:00:00,21:40-22:00,84.96590105000003,20.0
2025-10-17 00:00:00,2025-10-17 20:40:00,2025-10-17 22:00:00,20:40-22:00,403.09350083333203,80.0
2025-10-19 00:00:00,2025-10-19 20:40:00,2025-10-19 21:10:00,20:40-21:10,244.16224864999805,30.0
2025-10-19 00:00:00,2025-10-19 21:30:00,2025-10-19 21:50:00,21:30-21:50,21.556638466666662,20.0
2025-10-20 00:00:00,2025-10-20 21:10:00,2025-10-20 21:40:00,21:10-21:40,71.68000624166557,30.0
2025-10-22 00:00:00,2025-10-22 20:40:00,2025-10-22 21:10:00,20:40-21:10,52.91028374166433,30.0
2025-10-24 00:00:00,2025-10-24 20:40:00,2025-10-24 20:50:00,20:40-20:50,54.61297583333237,10.0
2025-10-24 00:00:00,2025-10-24 21:10:00,2025-10-24 21:30:00,21:10-21:30,57.833689883333214,20.0
2025-10-25 00:00:00,2025-10-25 21:20:00,2025-10-25 21:30:00,21:20-21:30,49.69942966666715,10.0
2025-10-27 00:00:00,2025-10-27 06:10:00,2025-10-27 06:20:00,06:10-06:20,19.744933333333393,10.0
2025-10-30 00:00:00,2025-10-30 06:10:00,2025-10-30 06:20:00,06:10-06:20,3.641833333333352,10.0
2025-10-31 00:00:00,2025-10-31 21:10:00,2025-10-31 21:50:00,21:10-21:50,178.4044977777771,40.0
2025-11-02 00:00:00,2025-11-02 20:40:00,2025-11-02 21:10:00,20:40-21:10,330.41492561666706,30.0
2025-11-04 00:00:00,2025-11-04 06:00:00,2025-11-04 06:20:00,06:00-06:20,24.947378333333518,20.0
2025-11-04 00:00:00,2025-11-04 20:40:00,2025-11-04 20:50:00,20:40-20:50,210.28644666666474,10.0
2025-11-04 00:00:00,2025-11-04 21:10:00,2025-11-04 21:30:00,21:10-21:30,34.7310835583333,20.0
2025-11-06 00:00:00,2025-11-06 21:20:00,2025-11-06 22:00:00,21:20-22:00,110.49240030545127,40.0
2025-11-09 00:00:00,2025-11-09 21:10:00,2025-11-09 21:30:00,21:10-21:30,19.43700088333376,20.0
2025-11-12 00:00:00,2025-11-12 20:40:00,2025-11-12 20:50:00,20:40-20:50,7.449254238358549,10.0
2025-11-15 00:00:00,2025-11-15 20:50:00,2025-11-15 21:00:00,20:50-21:00,65.28000041110641,10.0
2025-11-15 00:00:00,2025-11-15 21:10:00,2025-11-15 21:20:00,21:10-21:20,4.848168333333263,10.0
2025-11-15 00:00:00,2025-11-15 21:40:00,2025-11-15 22:00:00,21:40-22:00,51.221738177776736,20.0
2025-11-17 00:00:00,2025-11-17 20:50:00,2025-11-17 21:00:00,20:50-21:00,11.917650616665469,10.0
2025-11-17 00:00:00,2025-11-17 21:50:00,2025-11-17 22:00:00,21:50-22:00,3.46706690000035,10.0
2025-11-18 00:00:00,2025-11-18 10:30:00,2025-11-18 11:10:00,10:30-11:10,145.02119497778105,40.0
2025-11-19 00:00:00,2025-11-19 20:40:00,2025-11-19 21:30:00,20:40-21:30,301.6348418769529,50.0
2025-11-20 00:00:00,2025-11-20 20:40:00,2025-11-20 21:40:00,20:40-21:40,225.33213609094855,60.0
2025-11-24 00:00:00,2025-11-24 06:10:00,2025-11-24 06:20:00,06:10-06:20,18.83966666666663,10.0
2025-11-24 00:00:00,2025-11-24 20:40:00,2025-11-24 21:30:00,20:40-21:30,294.2360873500004,50.0
2025-11-25 00:00:00,2025-11-25 20:40:00,2025-11-25 20:50:00,20:40-20:50,96.29909086666657,10.0
2025-11-26 00:00:00,2025-11-26 06:10:00,2025-11-26 06:20:00,06:10-06:20,32.99316666666664,10.0
2025-11-28 00:00:00,2025-11-28 20:50:00,2025-11-28 21:00:00,20:50-21:00,26.105440833329567,10.0
2025-11-30 00:00:00,2025-11-30 06:10:00,2025-11-30 06:20:00,06:10-06:20,6.062833333333515,10.0
2025-11-30 00:00:00,2025-11-30 20:40:00,2025-11-30 20:50:00,20:40-20:50,83.81136619166682,10.0
2025-12-01 00:00:00,2025-12-01 10:40:00,2025-12-01 11:00:00,10:40-11:00,316.23925744999747,20.0
2025-12-01 00:00:00,2025-12-01 20:40:00,2025-12-01 20:50:00,20:40-20:50,19.4668379888941,10.0
2025-12-02 00:00:00,2025-12-02 08:00:00,2025-12-02 08:30:00,08:00-08:30,57.07680722222187,30.0
2025-12-02 00:00:00,2025-12-02 10:20:00,2025-12-02 10:50:00,10:20-10:50,373.3102452555512,30.0
2025-12-04 00:00:00,2025-12-04 08:10:00,2025-12-04 08:30:00,08:10-08:30,66.56934083333329,20.0
2025-12-04 00:00:00,2025-12-04 10:10:00,2025-12-04 10:30:00,10:10-10:30,318.98955653055765,20.0
2025-12-04 00:00:00,2025-12-04 10:40:00,2025-12-04 11:00:00,10:40-11:00,213.5551299638892,20.0
2025-12-05 00:00:00,2025-12-05 09:20:00,2025-12-05 09:40:00,09:20-09:40,110.13999257499961,20.0
2025-12-07 00:00:00,2025-12-07 08:00:00,2025-12-07 08:20:00,08:00-08:20,53.550534166666466,20.0
2025-12-07 00:00:00,2025-12-07 10:30:00,2025-12-07 11:10:00,10:30-11:10,561.9228205999946,40.0
2025-12-08 00:00:00,2025-12-08 08:00:00,2025-12-08 08:20:00,08:00-08:20,10.550378888888986,20.0
2025-12-09 00:00:00,2025-12-09 08:00:00,2025-12-09 08:20:00,08:00-08:20,78.48006777777823,20.0
2025-12-11 00:00:00,2025-12-11 08:00:00,2025-12-11 08:10:00,08:00-08:10,7.086433333333275,10.0
2025-12-17 00:00:00,2025-12-17 20:40:00,2025-12-17 21:00:00,20:40-21:00,106.60932305833455,20.0
2025-12-17 00:00:00,2025-12-17 21:30:00,2025-12-17 21:50:00,21:30-21:50,29.51985504999968,20.0
2025-12-18 00:00:00,2025-12-18 21:00:00,2025-12-18 21:30:00,21:00-21:30,72.2232970666704,30.0
2025-12-19 00:00:00,2025-12-19 20:40:00,2025-12-19 20:50:00,20:40-20:50,94.4059759416657,10.0
2025-12-19 00:00:00,2025-12-19 21:20:00,2025-12-19 21:50:00,21:20-21:50,58.70565169166666,30.0
2025-12-21 00:00:00,2025-12-21 20:40:00,2025-12-21 20:50:00,20:40-20:50,102.86686798888616,10.0
2025-12-22 00:00:00,2025-12-22 20:40:00,2025-12-22 20:50:00,20:40-20:50,274.7646807583329,10.0
2025-12-22 00:00:00,2025-12-22 21:00:00,2025-12-22 21:50:00,21:00-21:50,141.21402966162583,50.0
2025-12-24 00:00:00,2025-12-24 20:40:00,2025-12-24 20:50:00,20:40-20:50,219.49294303333608,10.0
2025-12-25 00:00:00,2025-12-25 20:40:00,2025-12-25 21:00:00,20:40-21:00,150.06140935000235,20.0
2025-12-25 00:00:00,2025-12-25 21:30:00,2025-12-25 21:40:00,21:30-21:40,4.601307843415929,10.0
2025-12-28 00:00:00,2025-12-28 21:30:00,2025-12-28 21:50:00,21:30-21:50,30.687325950002922,20.0
2025-12-29 00:00:00,2025-12-29 20:40:00,2025-12-29 21:50:00,20:40-21:50,349.8092237000045,70.0
2025-12-30 00:00:00,2025-12-30 20:40:00,2025-12-30 20:50:00,20:40-20:50,8.241874755553681,10.0
2025-12-30 00:00:00,2025-12-30 21:30:00,2025-12-30 21:50:00,21:30-21:50,16.23410388333316,20.0
2025-12-31 00:00:00,2025-12-31 20:40:00,2025-12-31 21:40:00,20:40-21:40,199.71045936943597,60.0
