interval_start,interval_end,plan_day,natural_day,step,template_label,schedule,alpha,load_correction,settlement,release_used,load_actual_kw,pv_actual_kw,load_actual_kwh,pv_actual_kwh,q0_kwh,qfinal_kwh,base_plan_cost_yuan,up_adjustment_cost_yuan,down_refund_B_yuan,down_penalty_A_yuan,ordinary_cost_B_yuan,ordinary_cost_A_yuan,actual_emergency_kwh,emergency_cost_yuan,charge_kwh,discharge_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh,price_yuan_per_kwh
2025-02-01 00:00:00,2025-02-01 00:10:00,2025-01-31 00:00:00,2025-02-01 00:00:00,143,0:00-0:10+1,M0,0.6,True,B,Q2_R2_warmup,2543.76,0.0,423.96000000000004,0.0,461.0480416666666,461.0480416666666,197.14414261666664,0.0,-0.0,0.0,197.14414261666664,197.14414261666664,0.0,0.0,37.088041666666584,0.0,0.0,9119.325679524076,9152.704917024075,0.4276
2025-02-01 00:10:00,2025-02-01 00:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,0,0:10-0:20,M0,0.6,True,B,0,2532.1822,0.0,422.0303666666667,0.0,637.4565216399156,637.4565216399156,270.79153039263616,0.0,-0.0,0.0,270.79153039263616,270.79153039263616,0.0,0.0,215.42615497324897,0.0,0.0,9152.704917024075,9346.5884565,0.4248
2025-02-01 00:20:00,2025-02-01 00:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,1,0:20-0:30,M0,0.6,True,B,0,2492.4439,0.0,415.4073166666667,0.0,1276.8416933333333,1276.8416933333333,542.01929882,0.0,-0.0,0.0,542.01929882,542.01929882,0.0,0.0,833.3333333333333,0.0,28.101043333333337,9346.5884565,10096.5884565,0.4245
2025-02-01 00:30:00,2025-02-01 00:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2,0:30-0:40,M0,0.6,True,B,0,2464.3,0.0,410.7166666666667,0.0,445.7806666666666,445.7806666666666,190.30376659999996,0.0,-0.0,0.0,190.30376659999996,190.30376659999996,0.0,0.0,35.06399999999991,0.0,0.0,10096.5884565,10128.1460565,0.4269
2025-02-01 00:40:00,2025-02-01 00:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,3,0:40-0:50,M0,0.6,True,B,0,2581.7688,0.0,430.29479999999995,0.0,470.5107866666666,470.5107866666666,201.00220806399997,0.0,-0.0,0.0,201.00220806399997,201.00220806399997,0.0,0.0,40.21598666666665,0.0,0.0,10128.1460565,10164.3404445,0.4272
2025-02-01 00:50:00,2025-02-01 01:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,4,0:50-1:00,M0,0.6,True,B,0,2546.4635,0.0,424.4105833333333,0.0,502.2062900000001,502.2062900000001,214.49230645900002,0.0,-0.0,0.0,214.49230645900002,214.49230645900002,0.0,0.0,77.79570666666677,0.0,0.0,10164.3404445,10234.3565805,0.4271
2025-02-01 01:00:00,2025-02-01 01:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,5,1:00-1:10,M0,0.6,True,B,0,2436.31,0.0,406.0516666666666,0.0,507.2303333333333,507.2303333333333,217.34819783333333,0.0,-0.0,0.0,217.34819783333333,217.34819783333333,0.0,0.0,101.17866666666669,0.0,0.0,10234.3565805,10325.4173805,0.4285
2025-02-01 01:10:00,2025-02-01 01:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,6,1:10-1:20,M0,0.6,True,B,0,2620.5011,0.0,436.7501833333333,0.0,493.12485333333336,493.12485333333336,212.586124272,0.0,-0.0,0.0,212.586124272,212.586124272,0.0,0.0,56.37467000000004,0.0,0.0,10325.4173805,10376.1545835,0.4311
2025-02-01 01:20:00,2025-02-01 01:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,7,1:20-1:30,M0,0.6,True,B,0,2710.7861,0.0,451.7976833333333,0.0,460.3461516666667,460.3461516666667,198.04091444700003,0.0,-0.0,0.0,198.04091444700003,198.04091444700003,0.0,0.0,8.548468333333403,0.0,0.0,10376.1545835,10383.848205,0.4302
2025-02-01 01:30:00,2025-02-01 01:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,8,1:30-1:40,M0,0.6,True,B,0,2676.48,0.0,446.08,0.0,468.7923333333333,468.7923333333333,200.59623943333332,0.0,-0.0,0.0,200.59623943333332,200.59623943333332,0.0,0.0,22.712333333333333,0.0,0.0,10383.848205,10404.289305,0.4279
