day,issue_time,schedule,release_hour,block_start,block_end_exclusive,soc_kwh,accepted,keep_score_yuan,new_score_yuan,changed_intervals,risk_days,risk_day_first,risk_day_last,gate_days,gate_day_first,gate_day_last,load_source_max,load_correction_source_max,anchor_source,lp_residual_kwh,solve_seconds,planned_mutex_violations,solver_fallback_keep_contract
2025-02-01 00:00:00,2025-02-01 06:00:00,M2,6,35,71,10209.798703703704,False,-5872.815907452184,-5872.815907452184,0,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.002542500000004111,0,False
2025-02-01 00:00:00,2025-02-01 12:00:00,M2,12,71,107,6709.567392037038,True,-1326.746072879583,-2174.855677383163,21,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 12:00:00,frozen_current_point_measurement_proxy,5.684341886080802e-14,0.0019056000000432505,0,False
2025-02-02 00:00:00,2025-02-02 06:00:00,M2,6,35,71,10800.0,False,6778.077183160996,10118.53924480287,0,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002691500000025826,0,False
2025-02-02 00:00:00,2025-02-02 12:00:00,M2,12,71,107,7122.682210962964,True,10673.82214448811,9373.080343641335,30,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 12:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.001979000000005726,0,False
2025-02-03 00:00:00,2025-02-03 06:00:00,M2,6,35,71,10800.0,False,6344.252500621054,9437.951215940655,0,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0025051000000075874,0,False
2025-02-03 00:00:00,2025-02-03 12:00:00,M2,12,71,107,7141.578969388893,True,12043.956925380942,10192.976622976264,30,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0019589000000337364,0,False
2025-02-04 00:00:00,2025-02-04 06:00:00,M2,6,35,71,10800.0,False,7174.4401575605825,10417.016769877127,0,14,2025-01-21 00:00:00,2025-02-03 00:00:00,14,2025-01-07 00:00:00,2025-01-20 00:00:00,2025-02-04 00:10:00,2025-02-04 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0022890999999845008,0,False
2025-02-04 00:00:00,2025-02-04 12:00:00,M2,12,71,107,6745.178918833333,True,13421.453170862662,11023.554408629192,31,14,2025-01-21 00:00:00,2025-02-03 00:00:00,14,2025-01-07 00:00:00,2025-01-20 00:00:00,2025-02-04 00:10:00,2025-02-04 12:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0018951999999785585,0,False
2025-02-05 00:00:00,2025-02-05 06:00:00,M2,6,35,71,10800.0,False,7836.508346367603,7997.741658533406,0,14,2025-01-22 00:00:00,2025-02-04 00:00:00,14,2025-01-08 00:00:00,2025-01-21 00:00:00,2025-02-05 00:10:00,2025-02-05 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0023228000000017346,0,False
2025-02-05 00:00:00,2025-02-05 12:00:00,M2,12,71,107,5744.161076512345,True,10275.418567913886,9587.875033284985,26,14,2025-01-22 00:00:00,2025-02-04 00:00:00,14,2025-01-08 00:00:00,2025-01-21 00:00:00,2025-02-05 00:10:00,2025-02-05 12:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0017614000000207852,0,False
2025-02-06 00:00:00,2025-02-06 06:00:00,M2,6,35,71,10800.0,False,6275.793105531761,8332.092221849125,0,14,2025-01-23 00:00:00,2025-02-05 00:00:00,14,2025-01-09 00:00:00,2025-01-22 00:00:00,2025-02-06 00:10:00,2025-02-06 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0034559000000058404,0,False
2025-02-06 00:00:00,2025-02-06 12:00:00,M2,12,71,107,6857.706630790122,True,13529.026608217911,10956.958225262002,30,14,2025-01-23 00:00:00,2025-02-05 00:00:00,14,2025-01-09 00:00:00,2025-01-22 00:00:00,2025-02-06 00:10:00,2025-02-06 12:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0018433999999842854,0,False
2025-02-07 00:00:00,2025-02-07 06:00:00,M2,6,35,71,10409.66892943827,False,-4415.796326942703,-4415.796326942703,0,14,2025-01-24 00:00:00,2025-02-06 00:00:00,14,2025-01-10 00:00:00,2025-01-23 00:00:00,2025-02-07 00:10:00,2025-02-07 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002328799999986586,0,False
2025-02-07 00:00:00,2025-02-07 12:00:00,M2,12,71,107,6582.698654808644,True,-1340.742206849925,-2275.6845956250754,22,14,2025-01-24 00:00:00,2025-02-06 00:00:00,14,2025-01-10 00:00:00,2025-01-23 00:00:00,2025-02-07 00:10:00,2025-02-07 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0018693999999754851,0,False
2025-02-08 00:00:00,2025-02-08 06:00:00,M2,6,35,71,9088.750509543217,False,-5460.593791975006,-5460.593791975006,0,14,2025-01-25 00:00:00,2025-02-07 00:00:00,14,2025-01-11 00:00:00,2025-01-24 00:00:00,2025-02-08 00:10:00,2025-02-08 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002439100000003691,0,False
2025-02-08 00:00:00,2025-02-08 12:00:00,M2,12,71,107,7297.772471765439,False,-3955.774394242177,-3775.923685750907,0,14,2025-01-25 00:00:00,2025-02-07 00:00:00,14,2025-01-11 00:00:00,2025-01-24 00:00:00,2025-02-08 00:10:00,2025-02-08 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0018643000000224674,0,False
2025-02-09 00:00:00,2025-02-09 06:00:00,M2,6,35,71,10800.0,False,6519.51560403394,6669.539902871659,0,14,2025-01-26 00:00:00,2025-02-08 00:00:00,14,2025-01-12 00:00:00,2025-01-25 00:00:00,2025-02-09 00:10:00,2025-02-09 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0025728999999614643,0,False
2025-02-09 00:00:00,2025-02-09 12:00:00,M2,12,71,107,7910.851786913582,True,8897.69176997459,8823.964874330146,21,14,2025-01-26 00:00:00,2025-02-08 00:00:00,14,2025-01-12 00:00:00,2025-01-25 00:00:00,2025-02-09 00:10:00,2025-02-09 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002048500000000786,0,False
2025-02-10 00:00:00,2025-02-10 06:00:00,M2,6,35,71,10794.847590740741,False,3436.7554560527924,5471.370451013879,0,14,2025-01-27 00:00:00,2025-02-09 00:00:00,14,2025-01-13 00:00:00,2025-01-26 00:00:00,2025-02-10 00:10:00,2025-02-10 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0024769999999989523,0,False
2025-02-10 00:00:00,2025-02-10 12:00:00,M2,12,71,107,8186.337205518517,True,8533.730664641249,7411.994542832111,19,14,2025-01-27 00:00:00,2025-02-09 00:00:00,14,2025-01-13 00:00:00,2025-01-26 00:00:00,2025-02-10 00:10:00,2025-02-10 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0018215000000054715,0,False
2025-02-11 00:00:00,2025-02-11 06:00:00,M2,6,35,71,10798.186525925927,False,3368.793741550134,5289.61703151116,0,14,2025-01-28 00:00:00,2025-02-10 00:00:00,14,2025-01-14 00:00:00,2025-01-27 00:00:00,2025-02-11 00:10:00,2025-02-11 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0025929999999902975,0,False
2025-02-11 00:00:00,2025-02-11 12:00:00,M2,12,71,107,5917.035137518516,True,10450.460850038038,8691.308745525317,27,14,2025-01-28 00:00:00,2025-02-10 00:00:00,14,2025-01-14 00:00:00,2025-01-27 00:00:00,2025-02-11 00:10:00,2025-02-11 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0018081999999708387,0,False
