interval_start,interval_end,plan_day,natural_day,step,template_label,schedule,alpha,load_correction,settlement,release_used,load_actual_kw,pv_actual_kw,load_actual_kwh,pv_actual_kwh,q0_kwh,qfinal_kwh,base_plan_cost_yuan,up_adjustment_cost_yuan,down_refund_B_yuan,down_penalty_A_yuan,ordinary_cost_B_yuan,ordinary_cost_A_yuan,actual_emergency_kwh,emergency_cost_yuan,charge_kwh,discharge_kwh,unused_supply_kwh,soc_before_kwh,soc_after_kwh,price_yuan_per_kwh
2025-02-01 00:00:00,2025-02-01 00:10:00,2025-01-31 00:00:00,2025-02-01 00:00:00,143,0:00-0:10+1,M3,0.6,True,B,Q2_R2_warmup,2543.76,0.0,423.96000000000004,0.0,461.0480416666666,461.0480416666666,197.14414261666664,0.0,-0.0,0.0,197.14414261666664,197.14414261666664,0.0,0.0,37.088041666666584,0.0,0.0,9119.325679524076,9152.704917024075,0.4276
2025-02-01 00:10:00,2025-02-01 00:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,0,0:10-0:20,M3,0.6,True,B,0,2532.1822,0.0,422.0303666666667,0.0,637.4565216399156,637.4565216399156,270.79153039263616,0.0,-0.0,0.0,270.79153039263616,270.79153039263616,0.0,0.0,215.42615497324897,0.0,0.0,9152.704917024075,9346.5884565,0.4248
2025-02-01 00:20:00,2025-02-01 00:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,1,0:20-0:30,M3,0.6,True,B,0,2492.4439,0.0,415.4073166666667,0.0,1276.8416933333333,1276.8416933333333,542.01929882,0.0,-0.0,0.0,542.01929882,542.01929882,0.0,0.0,833.3333333333333,0.0,28.101043333333337,9346.5884565,10096.5884565,0.4245
2025-02-01 00:30:00,2025-02-01 00:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,2,0:30-0:40,M3,0.6,True,B,0,2464.3,0.0,410.7166666666667,0.0,445.7806666666666,445.7806666666666,190.30376659999996,0.0,-0.0,0.0,190.30376659999996,190.30376659999996,0.0,0.0,35.06399999999991,0.0,0.0,10096.5884565,10128.1460565,0.4269
2025-02-01 00:40:00,2025-02-01 00:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,3,0:40-0:50,M3,0.6,True,B,0,2581.7688,0.0,430.29479999999995,0.0,470.5107866666666,470.5107866666666,201.00220806399997,0.0,-0.0,0.0,201.00220806399997,201.00220806399997,0.0,0.0,40.21598666666665,0.0,0.0,10128.1460565,10164.3404445,0.4272
2025-02-01 00:50:00,2025-02-01 01:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,4,0:50-1:00,M3,0.6,True,B,0,2546.4635,0.0,424.4105833333333,0.0,502.2062900000001,502.2062900000001,214.49230645900002,0.0,-0.0,0.0,214.49230645900002,214.49230645900002,0.0,0.0,77.79570666666677,0.0,0.0,10164.3404445,10234.3565805,0.4271
2025-02-01 01:00:00,2025-02-01 01:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,5,1:00-1:10,M3,0.6,True,B,0,2436.31,0.0,406.0516666666666,0.0,507.2303333333333,507.2303333333333,217.34819783333333,0.0,-0.0,0.0,217.34819783333333,217.34819783333333,0.0,0.0,101.17866666666669,0.0,0.0,10234.3565805,10325.4173805,0.4285
2025-02-01 01:10:00,2025-02-01 01:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,6,1:10-1:20,M3,0.6,True,B,0,2620.5011,0.0,436.7501833333333,0.0,493.12485333333336,493.12485333333336,212.586124272,0.0,-0.0,0.0,212.586124272,212.586124272,0.0,0.0,56.37467000000004,0.0,0.0,10325.4173805,10376.1545835,0.4311
2025-02-01 01:20:00,2025-02-01 01:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,7,1:20-1:30,M3,0.6,True,B,0,2710.7861,0.0,451.7976833333333,0.0,460.3461516666667,460.3461516666667,198.04091444700003,0.0,-0.0,0.0,198.04091444700003,198.04091444700003,0.0,0.0,8.548468333333403,0.0,0.0,10376.1545835,10383.848205,0.4302
2025-02-01 01:30:00,2025-02-01 01:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,8,1:30-1:40,M3,0.6,True,B,0,2676.48,0.0,446.08,0.0,468.7923333333333,468.7923333333333,200.59623943333332,0.0,-0.0,0.0,200.59623943333332,200.59623943333332,0.0,0.0,22.712333333333333,0.0,0.0,10383.848205,10404.289305,0.4279
2025-02-01 01:40:00,2025-02-01 01:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,9,1:40-1:50,M3,0.6,True,B,0,2830.598,0.0,471.7663333333333,0.0,481.807415,481.807415,207.75535734800002,0.0,-0.0,0.0,207.75535734800002,207.75535734800002,0.0,0.0,10.041081666666685,0.0,0.0,10404.289305,10413.3262785,0.4312
2025-02-01 01:50:00,2025-02-01 02:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,10,1:50-2:00,M3,0.6,True,B,0,2688.1558,0.0,448.02596666666665,0.0,508.44562500000006,508.44562500000006,220.30948931250003,0.0,-0.0,0.0,220.30948931250003,220.30948931250003,0.0,0.0,60.419658333333416,0.0,0.0,10413.3262785,10467.703971,0.4333
2025-02-01 02:00:00,2025-02-01 02:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,11,2:00-2:10,M3,0.6,True,B,0,2384.42,0.0,397.4033333333333,0.0,521.967,521.967,225.01997369999998,0.0,-0.0,0.0,225.01997369999998,225.01997369999998,0.0,0.0,124.56366666666668,0.0,0.0,10467.703971,10579.811271,0.4311
2025-02-01 02:10:00,2025-02-01 02:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,12,2:10-2:20,M3,0.6,True,B,0,2604.5438,0.0,434.0906333333333,0.0,502.14012166666663,502.14012166666663,215.56875423149998,0.0,-0.0,0.0,215.56875423149998,215.56875423149998,0.0,0.0,68.04948833333333,0.0,0.0,10579.811271,10641.0558105,0.4293
2025-02-01 02:20:00,2025-02-01 02:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,13,2:20-2:30,M3,0.6,True,B,0,2943.3655,0.0,490.5609166666666,0.0,506.8900283333333,506.8900283333333,219.17924825133332,0.0,-0.0,0.0,219.17924825133332,219.17924825133332,0.0,0.0,16.329111666666677,0.0,0.0,10641.0558105,10655.752011,0.4324
2025-02-01 02:30:00,2025-02-01 02:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,14,2:30-2:40,M3,0.6,True,B,0,3019.32,0.0,503.22,0.0,511.40783333333343,511.40783333333343,223.33180081666669,0.0,-0.0,0.0,223.33180081666669,223.33180081666669,0.0,0.0,8.187833333333401,0.0,0.0,10655.752011,10663.121061,0.4367
2025-02-01 02:40:00,2025-02-01 02:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,15,2:40-2:50,M3,0.6,True,B,0,2844.4369,0.0,474.07281666666665,0.0,498.42390833333326,498.42390833333326,216.71471534333332,0.0,-0.0,0.0,216.71471534333332,216.71471534333332,0.0,0.0,24.351091666666605,0.0,0.0,10663.121061,10685.0370435,0.4348
2025-02-01 02:50:00,2025-02-01 03:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,16,2:50-3:00,M3,0.6,True,B,0,2768.3064,0.0,461.38439999999997,0.0,512.6876550000001,512.6876550000001,222.25009844250002,0.0,-0.0,0.0,222.25009844250002,222.25009844250002,0.0,0.0,51.30325500000009,0.0,0.0,10685.0370435,10731.209973,0.4335
2025-02-01 03:00:00,2025-02-01 03:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,17,3:00-3:10,M3,0.6,True,B,0,2861.65,0.0,476.94166666666666,0.0,527.3226666666666,527.3226666666666,229.7544858666666,0.0,-0.0,0.0,229.7544858666666,229.7544858666666,0.0,0.0,50.380999999999915,0.0,0.0,10731.209973,10776.552873,0.4357
2025-02-01 03:10:00,2025-02-01 03:20:00,2025-02-01 00:00:00,2025-02-01 00:00:00,18,3:10-3:20,M3,0.6,True,B,0,2900.3973,0.0,483.39955,0.0,522.6665433333333,522.6665433333333,228.61434605399998,0.0,-0.0,0.0,228.61434605399998,228.61434605399998,0.0,0.0,26.05236333333273,0.0,13.214630000000561,10776.552873,10800.0,0.4374
2025-02-01 03:20:00,2025-02-01 03:30:00,2025-02-01 00:00:00,2025-02-01 00:00:00,19,3:20-3:30,M3,0.6,True,B,0,2919.6115,0.0,486.6019166666666,0.0,506.92800666666665,506.92800666666665,221.578231714,0.0,-0.0,0.0,221.578231714,221.578231714,0.0,0.0,0.0,0.0,20.326090000000022,10800.0,10800.0,0.4371
2025-02-01 03:30:00,2025-02-01 03:40:00,2025-02-01 00:00:00,2025-02-01 00:00:00,20,3:30-3:40,M3,0.6,True,B,0,2993.09,0.0,498.84833333333336,0.0,500.36283333333324,500.36283333333324,217.95805019999995,0.0,-0.0,0.0,217.95805019999995,217.95805019999995,0.0,0.0,0.0,0.0,1.5144999999998845,10800.0,10800.0,0.4356
2025-02-01 03:40:00,2025-02-01 03:50:00,2025-02-01 00:00:00,2025-02-01 00:00:00,21,3:40-3:50,M3,0.6,True,B,0,3109.8584,0.0,518.3097333333333,0.0,499.4135616666667,499.4135616666667,217.39472339350002,0.0,-0.0,0.0,217.39472339350002,217.39472339350002,0.0,0.0,0.0,18.89617166666659,0.0,10800.0,10779.004253703704,0.4353
2025-02-01 03:50:00,2025-02-01 04:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,22,3:50-4:00,M3,0.6,True,B,0,3054.8008,0.0,509.13346666666666,0.0,520.9677483333334,520.9677483333334,227.14193827333335,0.0,-0.0,0.0,227.14193827333335,227.14193827333335,0.0,0.0,11.834281666666698,0.0,0.0,10779.004253703704,10789.655107203704,0.436
2025-02-01 04:00:00,2025-02-01 04:10:00,2025-02-01 00:00:00,2025-02-01 00:00:00,23,4:00-4:10,M3,0.6,True,B,0,2901.7,0.0,483.6166666666666,0.0,565.1388333333333,565.1388333333333,247.41778123333333,0.0,-0.0,0.0,247.41778123333333,247.41778123333333,0.0,0.0,11.49432532921815,0.0,70.02784133744854,10789.655107203704,10800.0,0.4378
