day,issue_time,schedule,release_hour,block_start,block_end_exclusive,soc_kwh,accepted,keep_score_yuan,new_score_yuan,changed_intervals,risk_days,risk_day_first,risk_day_last,gate_days,gate_day_first,gate_day_last,load_source_max,load_correction_source_max,anchor_source,lp_residual_kwh,solve_seconds,planned_mutex_violations,solver_fallback_keep_contract
2025-02-01 00:00:00,2025-02-01 06:00:00,M3,6,35,71,10209.798703703704,False,-5872.815907452184,-5872.815907452184,0,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0026460000000270156,0,False
2025-02-01 00:00:00,2025-02-01 12:00:00,M3,12,71,107,6709.567392037038,True,-1326.746072879583,-2174.855677383163,21,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 12:00:00,frozen_current_point_measurement_proxy,5.684341886080802e-14,0.0018880000000081054,0,False
2025-02-01 00:00:00,2025-02-01 18:00:00,M3,18,107,144,10162.297380475311,False,3876.9379532117778,3974.8684736384757,0,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0013374000000112574,0,False
2025-02-02 00:00:00,2025-02-02 06:00:00,M3,6,35,71,10800.0,False,6778.077183160996,10118.53924480287,0,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0025840000000130203,0,False
2025-02-02 00:00:00,2025-02-02 12:00:00,M3,12,71,107,7122.682210962964,True,10673.82214448811,9373.080343641335,30,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 12:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0019328999999856933,0,False
2025-02-02 00:00:00,2025-02-02 18:00:00,M3,18,107,144,10001.474441663584,True,10919.857175546287,10671.494389463838,17,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 18:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0013513000000102693,0,False
2025-02-03 00:00:00,2025-02-03 06:00:00,M3,6,35,71,10800.0,False,6344.252500621054,9437.951215940655,0,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0024053999999864573,0,False
2025-02-03 00:00:00,2025-02-03 12:00:00,M3,12,71,107,7141.578969388893,True,12043.956925380942,10192.976622976264,30,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0019331999999963045,0,False
2025-02-03 00:00:00,2025-02-03 18:00:00,M3,18,107,144,9866.372307370384,True,13611.626757741784,11702.60634826393,17,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0012849000000301203,0,False
2025-02-04 00:00:00,2025-02-04 06:00:00,M3,6,35,71,10800.0,False,7174.4401575605825,10417.016769877127,0,14,2025-01-21 00:00:00,2025-02-03 00:00:00,14,2025-01-07 00:00:00,2025-01-20 00:00:00,2025-02-04 00:10:00,2025-02-04 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.00250439999996388,0,False
