day,issue_time,schedule,release_hour,block_start,block_end_exclusive,soc_kwh,accepted,keep_score_yuan,new_score_yuan,changed_intervals,risk_days,risk_day_first,risk_day_last,gate_days,gate_day_first,gate_day_last,load_source_max,load_correction_source_max,anchor_source,lp_residual_kwh,solve_seconds,planned_mutex_violations,solver_fallback_keep_contract
2025-02-01 00:00:00,2025-02-01 06:00:00,M3,6,35,71,10209.798703703704,False,-5872.815907452184,-5872.815907452184,0,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 06:00:00,frozen_current_point_measurement_proxy,4.547473508864641e-13,0.0022293000000104257,0,False
2025-02-01 00:00:00,2025-02-01 12:00:00,M3,12,71,107,6709.567392037038,False,-1326.746072879583,-1326.746072879583,0,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0017988000000173088,0,False
2025-02-01 00:00:00,2025-02-01 18:00:00,M3,18,107,144,10614.02165987654,False,3124.138196483502,3124.138196483502,0,14,2025-01-18 00:00:00,2025-01-31 00:00:00,14,2025-01-04 00:00:00,2025-01-17 00:00:00,2025-02-01 00:10:00,2025-02-01 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0011560000000372384,0,False
2025-02-02 00:00:00,2025-02-02 06:00:00,M3,6,35,71,10800.0,False,6778.077183160996,6778.077183160996,0,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002377400000000307,0,False
2025-02-02 00:00:00,2025-02-02 12:00:00,M3,12,71,107,7122.682210962964,False,10673.82214448811,10673.82214448811,0,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0018972999999959939,0,False
2025-02-02 00:00:00,2025-02-02 18:00:00,M3,18,107,144,10800.0,False,9498.246759959933,9498.246759959933,0,14,2025-01-19 00:00:00,2025-02-01 00:00:00,14,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-02-02 00:10:00,2025-02-02 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0011114000000134183,0,False
2025-02-03 00:00:00,2025-02-03 06:00:00,M3,6,35,71,10800.0,False,6344.252500621054,6344.252500621054,0,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0024306000000251515,0,False
2025-02-03 00:00:00,2025-02-03 12:00:00,M3,12,71,107,7141.578969388893,False,12043.956925380942,12043.956925380942,0,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0017772000000491062,0,False
2025-02-03 00:00:00,2025-02-03 18:00:00,M3,18,107,144,10800.0,False,10034.769660849866,10034.769660849866,0,14,2025-01-20 00:00:00,2025-02-02 00:00:00,14,2025-01-06 00:00:00,2025-01-19 00:00:00,2025-02-03 00:10:00,2025-02-03 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0012305000000196742,0,False
2025-02-04 00:00:00,2025-02-04 06:00:00,M3,6,35,71,10800.0,False,7174.4401575605825,7174.4401575605825,0,14,2025-01-21 00:00:00,2025-02-03 00:00:00,14,2025-01-07 00:00:00,2025-01-20 00:00:00,2025-02-04 00:10:00,2025-02-04 06:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0022301000000197746,0,False
2025-02-04 00:00:00,2025-02-04 12:00:00,M3,12,71,107,6745.178918833333,False,13421.453170862662,13421.453170862662,0,14,2025-01-21 00:00:00,2025-02-03 00:00:00,14,2025-01-07 00:00:00,2025-01-20 00:00:00,2025-02-04 00:10:00,2025-02-04 12:00:00,frozen_current_point_measurement_proxy,1.1368683772161603e-13,0.001937900000029913,0,False
2025-02-04 00:00:00,2025-02-04 18:00:00,M3,18,107,144,10800.0,False,9773.253186991971,9773.253186991971,0,14,2025-01-21 00:00:00,2025-02-03 00:00:00,14,2025-01-07 00:00:00,2025-01-20 00:00:00,2025-02-04 00:10:00,2025-02-04 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0012163999999756925,0,False
2025-02-05 00:00:00,2025-02-05 06:00:00,M3,6,35,71,10800.0,True,7836.508346367603,7779.1204095241765,1,14,2025-01-22 00:00:00,2025-02-04 00:00:00,14,2025-01-08 00:00:00,2025-01-21 00:00:00,2025-02-05 00:10:00,2025-02-05 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0024670000000242,0,False
2025-02-05 00:00:00,2025-02-05 12:00:00,M3,12,71,107,5800.229179904323,False,10275.418567913886,10275.418567913886,0,14,2025-01-22 00:00:00,2025-02-04 00:00:00,14,2025-01-08 00:00:00,2025-01-21 00:00:00,2025-02-05 00:10:00,2025-02-05 12:00:00,frozen_current_point_measurement_proxy,1.8189894035458565e-12,0.0020414999999616157,0,False
2025-02-05 00:00:00,2025-02-05 18:00:00,M3,18,107,144,10762.554696969135,False,10217.771966511618,10217.771966511618,0,14,2025-01-22 00:00:00,2025-02-04 00:00:00,14,2025-01-08 00:00:00,2025-01-21 00:00:00,2025-02-05 00:10:00,2025-02-05 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0012540999999828273,0,False
2025-02-06 00:00:00,2025-02-06 06:00:00,M3,6,35,71,10800.0,False,6275.793105531761,6275.793105531761,0,14,2025-01-23 00:00:00,2025-02-05 00:00:00,14,2025-01-09 00:00:00,2025-01-22 00:00:00,2025-02-06 00:10:00,2025-02-06 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0026452999999833082,0,False
2025-02-06 00:00:00,2025-02-06 12:00:00,M3,12,71,107,6857.706630790122,False,13529.026608217911,13529.026608217911,0,14,2025-01-23 00:00:00,2025-02-05 00:00:00,14,2025-01-09 00:00:00,2025-01-22 00:00:00,2025-02-06 00:10:00,2025-02-06 12:00:00,frozen_current_point_measurement_proxy,0.0,0.0019067000000063672,0,False
2025-02-06 00:00:00,2025-02-06 18:00:00,M3,18,107,144,10786.443699117286,False,10102.557539937698,10102.557539937698,0,14,2025-01-23 00:00:00,2025-02-05 00:00:00,14,2025-01-09 00:00:00,2025-01-22 00:00:00,2025-02-06 00:10:00,2025-02-06 18:00:00,frozen_current_point_measurement_proxy,0.0,0.0012270999999941523,0,False
2025-02-07 00:00:00,2025-02-07 06:00:00,M3,6,35,71,10409.66892943827,False,-4415.796326942703,-4415.796326942703,0,14,2025-01-24 00:00:00,2025-02-06 00:00:00,14,2025-01-10 00:00:00,2025-01-23 00:00:00,2025-02-07 00:10:00,2025-02-07 06:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.002237700000023324,0,False
2025-02-07 00:00:00,2025-02-07 12:00:00,M3,12,71,107,6582.698654808644,False,-1340.742206849925,-1283.7732004029906,0,14,2025-01-24 00:00:00,2025-02-06 00:00:00,14,2025-01-10 00:00:00,2025-01-23 00:00:00,2025-02-07 00:10:00,2025-02-07 12:00:00,frozen_current_point_measurement_proxy,9.094947017729282e-13,0.0019791999999938525,0,False
