natural_day,block_index,charge_kwh,discharge_kwh,initial_soc_kwh,end_soc_kwh,interval_count,complete_block
2025-03-20,0,5588.443124015386,126.52622500000007,4751.661227256521,9640.675344425921,24,True
2025-03-20,1,1125.0986266666669,4734.311035000001,9640.675344425921,5392.9185139814745,24,True
2025-03-20,2,2926.957482538225,3265.5568,5392.9185139814745,4398.783803821433,24,True
2025-03-20,3,7352.127813803522,254.72278333333304,4398.783803821433,10732.67352142979,24,True
2025-03-20,4,116.69139568500614,4937.347937870677,10732.67352142979,5351.753624356654,24,True
2025-03-20,5,3621.6046829166658,3753.134548572219,5351.753624356654,4441.048340568076,24,True
2025-03-21,0,164.24491691666805,738.8955833333337,4441.048340568076,3767.8736732004836,24,True
2025-03-21,1,940.906032708333,2871.8292412026576,3767.8736732004836,1423.767723523919,24,True
2025-03-21,2,10418.0358627512,0.0,1423.767723523919,10800.0,24,True
2025-03-21,3,0.0,0.0,10800.0,10800.0,24,True
2025-03-21,4,6.731776148834696,5459.333538680556,10800.0,4740.132444444445,24,True
2025-03-21,5,3426.3658166666664,2927.01855,4740.132444444445,4571.618846111111,24,True
2025-03-22,0,232.15407499999986,186.25613274615108,4571.618846111111,4573.606255004277,24,True
2025-03-22,1,895.763890319506,3419.0769836233544,4573.606255004277,1580.8193300436603,24,True
2025-03-22,2,10012.848316666667,0.0,1580.8193300436603,10592.382815043658,24,True
2025-03-22,3,230.68576106260176,0.0,10592.382815043658,10800.0,24,True
2025-03-22,4,0.0,5353.069883333334,10800.0,4852.144574074073,24,True
2025-03-22,5,3461.269521203091,2717.22665,4852.144574074073,4948.146420934633,24,True
