date,interval_start,interval_end,emergency_kwh,time_period
2025-02-09,2025-02-09 20:40:00,2025-02-09 20:50:00,484.05209101666196,20:40-20:50
2025-02-09,2025-02-09 21:00:00,2025-02-09 21:10:00,0.9601562500000913,21:00-21:10
2025-02-15,2025-02-15 20:50:00,2025-02-15 21:30:00,178.4133474166693,20:50-21:30
2025-02-15,2025-02-15 21:40:00,2025-02-15 22:00:00,33.84981491749661,21:40-22:00
2025-02-16,2025-02-16 06:00:00,2025-02-16 06:20:00,17.625353333333237,06:00-06:20
2025-02-16,2025-02-16 10:40:00,2025-02-16 11:00:00,171.19760423333383,10:40-11:00
2025-02-16,2025-02-16 20:30:00,2025-02-16 20:50:00,1082.893247422662,20:30-20:50
2025-02-16,2025-02-16 21:20:00,2025-02-16 21:30:00,14.951716166666756,21:20-21:30
2025-02-16,2025-02-16 21:40:00,2025-02-16 22:00:00,26.801793573333224,21:40-22:00
2025-02-19,2025-02-19 06:30:00,2025-02-19 06:40:00,11.756249999999909,06:30-06:40
2025-02-19,2025-02-19 09:30:00,2025-02-19 10:50:00,1092.3466120518315,09:30-10:50
2025-02-19,2025-02-19 20:30:00,2025-02-19 22:00:00,1263.3670027121593,20:30-22:00
2025-02-20,2025-02-20 06:10:00,2025-02-20 06:20:00,8.202134999999885,06:10-06:20
2025-02-20,2025-02-20 10:20:00,2025-02-20 11:00:00,313.46924373333513,10:20-11:00
2025-02-20,2025-02-20 21:10:00,2025-02-20 21:20:00,9.136531666671043,21:10-21:20
2025-02-21,2025-02-21 08:00:00,2025-02-21 08:40:00,138.09885783333453,08:00-08:40
2025-02-22,2025-02-22 08:00:00,2025-02-22 08:30:00,168.524296983334,08:00-08:30
2025-02-22,2025-02-22 20:50:00,2025-02-22 21:00:00,137.20689063333322,20:50-21:00
2025-02-22,2025-02-22 21:40:00,2025-02-22 21:50:00,16.405571116664373,21:40-21:50
2025-02-23,2025-02-23 10:20:00,2025-02-23 10:50:00,146.87411871717399,10:20-10:50
2025-02-24,2025-02-24 06:10:00,2025-02-24 06:20:00,25.751363333333188,06:10-06:20
2025-02-24,2025-02-24 20:50:00,2025-02-24 21:20:00,41.812433700002615,20:50-21:20
2025-02-25,2025-02-25 06:00:00,2025-02-25 06:10:00,13.124166666666497,06:00-06:10
2025-02-25,2025-02-25 06:30:00,2025-02-25 06:40:00,10.660833333333358,06:30-06:40
2025-02-26,2025-02-26 20:40:00,2025-02-26 21:10:00,88.69671215000335,20:40-21:10
2025-02-27,2025-02-27 06:10:00,2025-02-27 06:20:00,11.70663166666634,06:10-06:20
2025-02-27,2025-02-27 09:30:00,2025-02-27 10:30:00,877.362914683333,09:30-10:30
2025-02-27,2025-02-27 21:40:00,2025-02-27 21:50:00,16.2375138333281,21:40-21:50
2025-03-01,2025-03-01 20:50:00,2025-03-01 21:30:00,155.93405751050483,20:50-21:30
2025-03-02,2025-03-02 19:50:00,2025-03-02 21:10:00,3725.3725880538573,19:50-21:10
2025-03-02,2025-03-02 21:30:00,2025-03-02 21:50:00,48.87018125000006,21:30-21:50
2025-03-03,2025-03-03 20:40:00,2025-03-03 21:10:00,513.1382065166642,20:40-21:10
2025-03-03,2025-03-03 21:20:00,2025-03-03 21:50:00,85.47720358333345,21:20-21:50
2025-03-10,2025-03-10 20:50:00,2025-03-10 21:00:00,12.56739049134635,20:50-21:00
2025-03-12,2025-03-12 20:40:00,2025-03-12 20:50:00,180.51405605000105,20:40-20:50
2025-03-13,2025-03-13 20:10:00,2025-03-13 21:00:00,2727.9331889065847,20:10-21:00
2025-03-15,2025-03-15 07:20:00,2025-03-15 08:00:00,410.7949920578137,07:20-08:00
2025-03-16,2025-03-16 06:00:00,2025-03-16 06:10:00,1.6399999999999864,06:00-06:10
2025-03-18,2025-03-18 09:20:00,2025-03-18 10:10:00,308.01262561666704,09:20-10:10
2025-03-20,2025-03-20 20:20:00,2025-03-20 20:50:00,1785.0739865063952,20:20-20:50
2025-03-20,2025-03-20 21:40:00,2025-03-20 22:00:00,87.74545041666681,21:40-22:00
2025-03-21,2025-03-21 06:50:00,2025-03-21 07:50:00,825.3316181975013,06:50-07:50
2025-03-25,2025-03-25 09:30:00,2025-03-25 10:50:00,524.4365119666531,09:30-10:50
2025-03-25,2025-03-25 20:40:00,2025-03-25 21:00:00,162.4600942207827,20:40-21:00
2025-03-25,2025-03-25 21:30:00,2025-03-25 22:00:00,48.747787333333505,21:30-22:00
2025-03-28,2025-03-28 07:30:00,2025-03-28 08:00:00,241.98899318333298,07:30-08:00
2025-04-01,2025-04-01 20:00:00,2025-04-01 21:10:00,3660.0759816798345,20:00-21:10
2025-04-01,2025-04-01 21:40:00,2025-04-01 22:00:00,86.7658994166664,21:40-22:00
2025-04-02,2025-04-02 08:30:00,2025-04-02 10:30:00,2162.1174523666614,08:30-10:30
2025-04-02,2025-04-02 20:00:00,2025-04-02 21:00:00,3098.7885987333425,20:00-21:00
2025-04-03,2025-04-03 09:10:00,2025-04-03 09:40:00,156.62562166667075,09:10-09:40
2025-04-05,2025-04-05 21:00:00,2025-04-05 21:10:00,27.578162121834897,21:00-21:10
2025-04-08,2025-04-08 08:40:00,2025-04-08 09:50:00,652.964426848353,08:40-09:50
2025-04-08,2025-04-08 20:40:00,2025-04-08 21:00:00,277.4613286419717,20:40-21:00
2025-04-09,2025-04-09 20:10:00,2025-04-09 21:10:00,2650.9045244053573,20:10-21:10
2025-04-10,2025-04-10 20:40:00,2025-04-10 21:10:00,91.50980656391982,20:40-21:10
2025-04-13,2025-04-13 20:40:00,2025-04-13 21:00:00,60.38189008333006,20:40-21:00
2025-04-13,2025-04-13 21:10:00,2025-04-13 21:30:00,9.24101666666677,21:10-21:30
2025-04-13,2025-04-13 21:50:00,2025-04-13 22:00:00,3.547958333333076,21:50-22:00
2025-04-16,2025-04-16 20:30:00,2025-04-16 21:00:00,793.4865319798329,20:30-21:00
2025-04-16,2025-04-16 21:10:00,2025-04-16 21:30:00,30.748841049382484,21:10-21:30
2025-04-16,2025-04-16 21:40:00,2025-04-16 21:50:00,27.176633333332937,21:40-21:50
2025-04-20,2025-04-20 09:00:00,2025-04-20 09:40:00,278.9398557333333,09:00-09:40
2025-04-21,2025-04-21 21:30:00,2025-04-21 22:00:00,45.64193209999835,21:30-22:00
2025-04-24,2025-04-24 21:40:00,2025-04-24 21:50:00,11.292670255208165,21:40-21:50
2025-04-26,2025-04-26 20:50:00,2025-04-26 21:20:00,179.64319196666742,20:50-21:20
2025-04-26,2025-04-26 21:40:00,2025-04-26 22:00:00,147.17915886666682,21:40-22:00
2025-04-27,2025-04-27 09:00:00,2025-04-27 09:20:00,92.62209825000053,09:00-09:20
2025-04-27,2025-04-27 20:30:00,2025-04-27 20:50:00,1100.4980234666705,20:30-20:50
2025-04-27,2025-04-27 21:40:00,2025-04-27 21:50:00,7.076288416666966,21:40-21:50
2025-04-28,2025-04-28 09:20:00,2025-04-28 10:00:00,247.46076449999515,09:20-10:00
2025-04-28,2025-04-28 19:30:00,2025-04-28 21:40:00,5626.3279089308335,19:30-21:40
2025-05-01,2025-05-01 20:30:00,2025-05-01 22:00:00,1952.270383997975,20:30-22:00
2025-05-02,2025-05-02 06:50:00,2025-05-02 07:40:00,409.50136045000045,06:50-07:40
2025-05-02,2025-05-02 20:20:00,2025-05-02 22:00:00,2269.2495040833346,20:20-22:00
2025-05-04,2025-05-04 20:40:00,2025-05-04 21:00:00,84.86052333333112,20:40-21:00
2025-05-04,2025-05-04 21:20:00,2025-05-04 21:40:00,67.71752241666665,21:20-21:40
2025-05-05,2025-05-05 20:30:00,2025-05-05 21:10:00,1375.5708570500128,20:30-21:10
2025-05-07,2025-05-07 20:40:00,2025-05-07 21:00:00,659.4450849166712,20:40-21:00
2025-05-07,2025-05-07 21:10:00,2025-05-07 22:00:00,286.35141491666695,21:10-22:00
2025-05-08,2025-05-08 20:10:00,2025-05-08 20:20:00,35.99924999999996,20:10-20:20
